message_name,msgtype,msgcat,field_number,field_name,field_type,required,position
AllocationInstruction,J,app,129,DeliverToSubID,STRING,N,17
AllocationInstruction,J,app,145,DeliverToLocationID,STRING,N,18
AllocationInstruction,J,app,43,PossDupFlag,BOOLEAN,N,19
AllocationInstruction,J,app,97,PossResend,BOOLEAN,N,20
AllocationInstruction,J,app,52,SendingTime,UTCTIMESTAMP,Y,21
AllocationInstruction,J,app,122,OrigSendingTime,UTCTIMESTAMP,N,22
AllocationInstruction,J,app,212,XmlDataLen,LENGTH,N,23
AllocationInstruction,J,app,213,XmlData,DATA,N,24
AllocationInstruction,J,app,347,MessageEncoding,STRING,N,25
AllocationInstruction,J,app,369,LastMsgSeqNumProcessed,SEQNUM,N,26
AllocationInstruction,J,app,627,NoHops,GROUP,N,27
AllocationInstruction,J,app,628,HopCompID,STRING,N,28
AllocationInstruction,J,app,629,HopSendingTime,UTCTIMESTAMP,N,29
AllocationInstruction,J,app,630,HopRefID,SEQNUM,N,30
AllocationInstruction,J,app,70,AllocID,STRING,Y,31
AllocationInstruction,J,app,71,AllocTransType,CHAR,Y,32
AllocationInstruction,J,app,626,AllocType,INT,Y,33
AllocationInstruction,J,app,793,SecondaryAllocID,STRING,N,34
AllocationInstruction,J,app,72,RefAllocID,STRING,N,35
AllocationInstruction,J,app,796,AllocCancReplaceReason,INT,N,36
AllocationInstruction,J,app,808,AllocIntermedReqType,INT,N,37
AllocationInstruction,J,app,196,AllocLinkID,STRING,N,38
AllocationInstruction,J,app,197,AllocLinkType,INT,N,39
AllocationInstruction,J,app,466,BookingRefID,STRING,N,40
AllocationInstruction,J,app,857,AllocNoOrdersType,INT,Y,41
AllocationInstruction,J,app,73,NoOrders,GROUP,N,42
AllocationInstruction,J,app,11,ClOrdID,STRING,N,43
AllocationInstruction,J,app,37,OrderID,STRING,N,44
AllocationInstruction,J,app,198,SecondaryOrderID,STRING,N,45
AllocationInstruction,J,app,526,SecondaryClOrdID,STRING,N,46
AllocationInstruction,J,app,66,ListID,STRING,N,47
AllocationInstruction,J,app,38,OrderQty,QTY,N,48
AllocationInstruction,J,app,799,OrderAvgPx,PRICE,N,49
AllocationInstruction,J,app,800,OrderBookingQty,QTY,N,50
AllocationInstruction,J,app,124,NoExecs,GROUP,N,51
AllocationInstruction,J,app,32,LastQty,QTY,N,52
AllocationInstruction,J,app,17,ExecID,STRING,N,53
AllocationInstruction,J,app,527,SecondaryExecID,STRING,N,54
AllocationInstruction,J,app,31,LastPx,PRICE,N,55
AllocationInstruction,J,app,669,LastParPx,PRICE,N,56
AllocationInstruction,J,app,29,LastCapacity,CHAR,N,57
AllocationInstruction,J,app,570,PreviouslyReported,BOOLEAN,N,58
AllocationInstruction,J,app,700,ReversalIndicator,BOOLEAN,N,59
AllocationInstruction,J,app,574,MatchType,STRING,N,60
AllocationInstruction,J,app,54,Side,CHAR,Y,61
AllocationInstruction,J,app,55,Symbol,STRING,N,62
AllocationInstruction,J,app,65,SymbolSfx,STRING,N,63
AllocationInstruction,J,app,48,SecurityID,STRING,N,64
AllocationInstruction,J,app,22,SecurityIDSource,STRING,N,65
AllocationInstruction,J,app,454,NoSecurityAltID,GROUP,N,66
AllocationInstruction,J,app,455,SecurityAltID,STRING,N,67
AllocationInstruction,J,app,456,SecurityAltIDSource,STRING,N,68
AllocationInstruction,J,app,460,Product,INT,N,69
AllocationInstruction,J,app,461,CFICode,STRING,N,70
AllocationInstruction,J,app,167,SecurityType,STRING,N,71
AllocationInstruction,J,app,762,SecuritySubType,STRING,N,72
AllocationInstruction,J,app,200,MaturityMonthYear,MONTHYEAR,N,73
AllocationInstruction,J,app,541,MaturityDate,LOCALMKTDATE,N,74
AllocationInstruction,J,app,201,PutOrCall,INT,N,75
AllocationInstruction,J,app,224,CouponPaymentDate,LOCALMKTDATE,N,76
AllocationInstruction,J,app,225,IssueDate,LOCALMKTDATE,N,77
AllocationInstruction,J,app,239,RepoCollateralSecurityType,STRING,N,78
AllocationInstruction,J,app,226,RepurchaseTerm,INT,N,79
AllocationInstruction,J,app,227,RepurchaseRate,PERCENTAGE,N,80
AllocationInstruction,J,app,228,Factor,FLOAT,N,81
AllocationInstruction,J,app,255,CreditRating,STRING,N,82
AllocationInstruction,J,app,543,InstrRegistry,STRING,N,83
AllocationInstruction,J,app,470,CountryOfIssue,COUNTRY,N,84
AllocationInstruction,J,app,471,StateOrProvinceOfIssue,STRING,N,85
AllocationInstruction,J,app,472,LocaleOfIssue,STRING,N,86
AllocationInstruction,J,app,240,RedemptionDate,LOCALMKTDATE,N,87
AllocationInstruction,J,app,202,StrikePrice,PRICE,N,88
AllocationInstruction,J,app,947,StrikeCurrency,CURRENCY,N,89
AllocationInstruction,J,app,206,OptAttribute,CHAR,N,90
AllocationInstruction,J,app,231,ContractMultiplier,FLOAT,N,91
AllocationInstruction,J,app,223,CouponRate,PERCENTAGE,N,92
AllocationInstruction,J,app,207,SecurityExchange,EXCHANGE,N,93
AllocationInstruction,J,app,106,Issuer,STRING,N,94
AllocationInstruction,J,app,348,EncodedIssuerLen,LENGTH,N,95
AllocationInstruction,J,app,349,EncodedIssuer,DATA,N,96
AllocationInstruction,J,app,107,SecurityDesc,STRING,N,97
AllocationInstruction,J,app,350,EncodedSecurityDescLen,LENGTH,N,98
AllocationInstruction,J,app,351,EncodedSecurityDesc,DATA,N,99
AllocationInstruction,J,app,691,Pool,STRING,N,100
AllocationInstruction,J,app,667,ContractSettlMonth,MONTHYEAR,N,101
AllocationInstruction,J,app,875,CPProgram,INT,N,102
AllocationInstruction,J,app,876,CPRegType,STRING,N,103
AllocationInstruction,J,app,864,NoEvents,GROUP,N,104
AllocationInstruction,J,app,865,EventType,INT,N,105
AllocationInstruction,J,app,866,EventDate,LOCALMKTDATE,N,106
AllocationInstruction,J,app,867,EventPx,PRICE,N,107
AllocationInstruction,J,app,868,EventText,STRING,N,108
AllocationInstruction,J,app,873,DatedDate,LOCALMKTDATE,N,109
AllocationInstruction,J,app,874,InterestAccrualDate,LOCALMKTDATE,N,110
AllocationInstruction,J,app,668,DeliveryForm,INT,N,111
AllocationInstruction,J,app,869,PctAtRisk,PERCENTAGE,N,112
AllocationInstruction,J,app,870,NoInstrAttrib,GROUP,N,113
AllocationInstruction,J,app,871,InstrAttribType,INT,N,114
AllocationInstruction,J,app,872,InstrAttribValue,STRING,N,115
AllocationInstruction,J,app,913,AgreementDesc,STRING,N,116
AllocationInstruction,J,app,914,AgreementID,STRING,N,117
AllocationInstruction,J,app,915,AgreementDate,LOCALMKTDATE,N,118
AllocationInstruction,J,app,918,AgreementCurrency,CURRENCY,N,119
AllocationInstruction,J,app,788,TerminationType,INT,N,120
AllocationInstruction,J,app,916,StartDate,LOCALMKTDATE,N,121
AllocationInstruction,J,app,917,EndDate,LOCALMKTDATE,N,122
AllocationInstruction,J,app,919,DeliveryType,INT,N,123
AllocationInstruction,J,app,898,MarginRatio,PERCENTAGE,N,124
AllocationInstruction,J,app,711,NoUnderlyings,GROUP,N,125
AllocationInstruction,J,app,555,NoLegs,GROUP,N,126
AllocationInstruction,J,app,53,Quantity,QTY,Y,127
AllocationInstruction,J,app,854,QtyType,INT,N,128
AllocationInstruction,J,app,30,LastMkt,EXCHANGE,N,129
AllocationInstruction,J,app,229,TradeOriginationDate,LOCALMKTDATE,N,130
AllocationInstruction,J,app,336,TradingSessionID,STRING,N,131
AllocationInstruction,J,app,625,TradingSessionSubID,STRING,N,132
AllocationInstruction,J,app,423,PriceType,INT,N,133
AllocationInstruction,J,app,6,AvgPx,PRICE,Y,134
AllocationInstruction,J,app,860,AvgParPx,PRICE,N,135
AllocationInstruction,J,app,218,Spread,PRICEOFFSET,N,136
AllocationInstruction,J,app,220,BenchmarkCurveCurrency,CURRENCY,N,137
AllocationInstruction,J,app,221,BenchmarkCurveName,STRING,N,138
AllocationInstruction,J,app,222,BenchmarkCurvePoint,STRING,N,139
AllocationInstruction,J,app,662,BenchmarkPrice,PRICE,N,140
AllocationInstruction,J,app,663,BenchmarkPriceType,INT,N,141
AllocationInstruction,J,app,699,BenchmarkSecurityID,STRING,N,142
AllocationInstruction,J,app,761,BenchmarkSecurityIDSource,STRING,N,143
AllocationInstruction,J,app,15,Currency,CURRENCY,N,144
AllocationInstruction,J,app,74,AvgPxPrecision,INT,N,145
AllocationInstruction,J,app,453,NoPartyIDs,GROUP,N,146
AllocationInstruction,J,app,448,PartyID,STRING,N,147
AllocationInstruction,J,app,447,PartyIDSource,CHAR,N,148
AllocationInstruction,J,app,452,PartyRole,INT,N,149
AllocationInstruction,J,app,75,TradeDate,LOCALMKTDATE,Y,150
AllocationInstruction,J,app,60,TransactTime,UTCTIMESTAMP,N,151
AllocationInstruction,J,app,63,SettlType,CHAR,N,152
AllocationInstruction,J,app,64,SettlDate,LOCALMKTDATE,N,153
AllocationInstruction,J,app,775,BookingType,INT,N,154
AllocationInstruction,J,app,381,GrossTradeAmt,AMT,N,155
AllocationInstruction,J,app,238,Concession,AMT,N,156
AllocationInstruction,J,app,237,TotalTakedown,AMT,N,157
AllocationInstruction,J,app,118,NetMoney,AMT,N,158
AllocationInstruction,J,app,77,PositionEffect,CHAR,N,159
AllocationInstruction,J,app,754,AutoAcceptIndicator,BOOLEAN,N,160
AllocationInstruction,J,app,58,Text,STRING,N,161
AllocationInstruction,J,app,354,EncodedTextLen,LENGTH,N,162
AllocationInstruction,J,app,355,EncodedText,DATA,N,163
AllocationInstruction,J,app,157,NumDaysInterest,INT,N,164
AllocationInstruction,J,app,158,AccruedInterestRate,PERCENTAGE,N,165
AllocationInstruction,J,app,159,AccruedInterestAmt,AMT,N,166
AllocationInstruction,J,app,540,TotalAccruedInterestAmt,AMT,N,167
AllocationInstruction,J,app,738,InterestAtMaturity,AMT,N,168
AllocationInstruction,J,app,920,EndAccruedInterestAmt,AMT,N,169
AllocationInstruction,J,app,921,StartCash,AMT,N,170
AllocationInstruction,J,app,922,EndCash,AMT,N,171
AllocationInstruction,J,app,650,LegalConfirm,BOOLEAN,N,172
AllocationInstruction,J,app,232,NoStipulations,GROUP,N,173
AllocationInstruction,J,app,233,StipulationType,STRING,N,174
AllocationInstruction,J,app,234,StipulationValue,STRING,N,175
AllocationInstruction,J,app,235,YieldType,STRING,N,176
AllocationInstruction,J,app,236,Yield,PERCENTAGE,N,177
AllocationInstruction,J,app,701,YieldCalcDate,LOCALMKTDATE,N,178
AllocationInstruction,J,app,696,YieldRedemptionDate,LOCALMKTDATE,N,179
AllocationInstruction,J,app,697,YieldRedemptionPrice,PRICE,N,180
AllocationInstruction,J,app,698,YieldRedemptionPriceType,INT,N,181
AllocationInstruction,J,app,892,TotNoAllocs,INT,N,182
AllocationInstruction,J,app,893,LastFragment,BOOLEAN,N,183
AllocationInstruction,J,app,78,NoAllocs,GROUP,N,184
AllocationInstruction,J,app,79,AllocAccount,STRING,N,185
AllocationInstruction,J,app,661,AllocAcctIDSource,INT,N,186
AllocationInstruction,J,app,573,MatchStatus,CHAR,N,187
AllocationInstruction,J,app,366,AllocPrice,PRICE,N,188
AllocationInstruction,J,app,80,AllocQty,QTY,N,189
AllocationInstruction,J,app,467,IndividualAllocID,STRING,N,190
AllocationInstruction,J,app,81,ProcessCode,CHAR,N,191
AllocationInstruction,J,app,208,NotifyBrokerOfCredit,BOOLEAN,N,192
AllocationInstruction,J,app,209,AllocHandlInst,INT,N,193
AllocationInstruction,J,app,161,AllocText,STRING,N,194
AllocationInstruction,J,app,360,EncodedAllocTextLen,LENGTH,N,195
AllocationInstruction,J,app,361,EncodedAllocText,DATA,N,196
AllocationInstruction,J,app,153,AllocAvgPx,PRICE,N,197
AllocationInstruction,J,app,154,AllocNetMoney,AMT,N,198
AllocationInstruction,J,app,119,SettlCurrAmt,AMT,N,199
AllocationInstruction,J,app,737,AllocSettlCurrAmt,AMT,N,200
AllocationInstruction,J,app,120,SettlCurrency,CURRENCY,N,201
AllocationInstruction,J,app,736,AllocSettlCurrency,CURRENCY,N,202
AllocationInstruction,J,app,155,SettlCurrFxRate,FLOAT,N,203
AllocationInstruction,J,app,156,SettlCurrFxRateCalc,CHAR,N,204
AllocationInstruction,J,app,742,AllocAccruedInterestAmt,AMT,N,205
AllocationInstruction,J,app,741,AllocInterestAtMaturity,AMT,N,206
AllocationInstruction,J,app,780,AllocSettlInstType,INT,N,207
AllocationInstruction,J,app,93,SignatureLength,LENGTH,N,208
AllocationInstruction,J,app,89,Signature,DATA,N,209
AllocationInstruction,J,app,10,CheckSum,STRING,Y,210
AllocationInstructionAck,P,app,8,BeginString,STRING,Y,1
AllocationInstructionAck,P,app,9,BodyLength,LENGTH,Y,2
AllocationInstructionAck,P,app,35,MsgType,STRING,Y,3
AllocationInstructionAck,P,app,49,SenderCompID,STRING,Y,4
AllocationInstructionAck,P,app,56,TargetCompID,STRING,Y,5
AllocationInstructionAck,P,app,115,OnBehalfOfCompID,STRING,N,6
AllocationInstructionAck,P,app,128,DeliverToCompID,STRING,N,7
AllocationInstructionAck,P,app,90,SecureDataLen,LENGTH,N,8
AllocationInstructionAck,P,app,91,SecureData,DATA,N,9
AllocationInstructionAck,P,app,34,MsgSeqNum,SEQNUM,Y,10
AllocationInstructionAck,P,app,50,SenderSubID,STRING,N,11
AllocationInstructionAck,P,app,142,SenderLocationID,STRING,N,12
AllocationInstructionAck,P,app,57,TargetSubID,STRING,N,13
AllocationInstructionAck,P,app,143,TargetLocationID,STRING,N,14
AllocationInstructionAck,P,app,116,OnBehalfOfSubID,STRING,N,15
AllocationInstructionAck,P,app,144,OnBehalfOfLocationID,STRING,N,16
AllocationInstructionAck,P,app,129,DeliverToSubID,STRING,N,17
AllocationInstructionAck,P,app,145,DeliverToLocationID,STRING,N,18
AllocationInstructionAck,P,app,43,PossDupFlag,BOOLEAN,N,19
AllocationInstructionAck,P,app,97,PossResend,BOOLEAN,N,20
AllocationInstructionAck,P,app,52,SendingTime,UTCTIMESTAMP,Y,21
AllocationInstructionAck,P,app,122,OrigSendingTime,UTCTIMESTAMP,N,22
AllocationInstructionAck,P,app,212,XmlDataLen,LENGTH,N,23
AllocationInstructionAck,P,app,213,XmlData,DATA,N,24
AllocationInstructionAck,P,app,347,MessageEncoding,STRING,N,25
AllocationInstructionAck,P,app,369,LastMsgSeqNumProcessed,SEQNUM,N,26
AllocationInstructionAck,P,app,627,NoHops,GROUP,N,27
AllocationInstructionAck,P,app,628,HopCompID,STRING,N,28
AllocationInstructionAck,P,app,629,HopSendingTime,UTCTIMESTAMP,N,29
AllocationInstructionAck,P,app,630,HopRefID,SEQNUM,N,30
AllocationInstructionAck,P,app,70,AllocID,STRING,Y,31
AllocationInstructionAck,P,app,453,NoPartyIDs,GROUP,N,32
AllocationInstructionAck,P,app,448,PartyID,STRING,N,33
AllocationInstructionAck,P,app,447,PartyIDSource,CHAR,N,34
AllocationInstructionAck,P,app,452,PartyRole,INT,N,35
AllocationInstructionAck,P,app,793,SecondaryAllocID,STRING,N,36
AllocationInstructionAck,P,app,75,TradeDate,LOCALMKTDATE,N,37
AllocationInstructionAck,P,app,60,TransactTime,UTCTIMESTAMP,Y,38
AllocationInstructionAck,P,app,87,AllocStatus,INT,Y,39
AllocationInstructionAck,P,app,88,AllocRejCode,INT,N,40
AllocationInstructionAck,P,app,626,AllocType,INT,N,41
AllocationInstructionAck,P,app,808,AllocIntermedReqType,INT,N,42
AllocationInstructionAck,P,app,573,MatchStatus,CHAR,N,43
AllocationInstructionAck,P,app,460,Product,INT,N,44
AllocationInstructionAck,P,app,167,SecurityType,STRING,N,45
AllocationInstructionAck,P,app,58,Text,STRING,N,46
AllocationInstructionAck,P,app,354,EncodedTextLen,LENGTH,N,47
AllocationInstructionAck,P,app,355,EncodedText,DATA,N,48
AllocationInstructionAck,P,app,78,NoAllocs,GROUP,N,49
AllocationInstructionAck,P,app,79,AllocAccount,STRING,N,50
AllocationInstructionAck,P,app,661,AllocAcctIDSource,INT,N,51
AllocationInstructionAck,P,app,366,AllocPrice,PRICE,N,52
AllocationInstructionAck,P,app,467,IndividualAllocID,STRING,N,53
AllocationInstructionAck,P,app,776,IndividualAllocRejCode,INT,N,54
AllocationInstructionAck,P,app,161,AllocText,STRING,N,55
AllocationInstructionAck,P,app,360,EncodedAllocTextLen,LENGTH,N,56
AllocationInstructionAck,P,app,361,EncodedAllocText,DATA,N,57
AllocationInstructionAck,P,app,93,SignatureLength,LENGTH,N,58
AllocationInstructionAck,P,app,89,Signature,DATA,N,59
AllocationInstructionAck,P,app,10,CheckSum,STRING,Y,60
AllocationReport,AS,app,8,BeginString,STRING,Y,1
AllocationReport,AS,app,9,BodyLength,LENGTH,Y,2
AllocationReport,AS,app,35,MsgType,STRING,Y,3
AllocationReport,AS,app,49,SenderCompID,STRING,Y,4
AllocationReport,AS,app,56,TargetCompID,STRING,Y,5
AllocationReport,AS,app,115,OnBehalfOfCompID,STRING,N,6
AllocationReport,AS,app,128,DeliverToCompID,STRING,N,7
AllocationReport,AS,app,90,SecureDataLen,LENGTH,N,8
AllocationReport,AS,app,91,SecureData,DATA,N,9
AllocationReport,AS,app,34,MsgSeqNum,SEQNUM,Y,10
AllocationReport,AS,app,50,SenderSubID,STRING,N,11
AllocationReport,AS,app,142,SenderLocationID,STRING,N,12
AllocationReport,AS,app,57,TargetSubID,STRING,N,13
AllocationReport,AS,app,143,TargetLocationID,STRING,N,14
AllocationReport,AS,app,116,OnBehalfOfSubID,STRING,N,15
AllocationReport,AS,app,144,OnBehalfOfLocationID,STRING,N,16
AllocationReport,AS,app,129,DeliverToSubID,STRING,N,17
AllocationReport,AS,app,145,DeliverToLocationID,STRING,N,18
AllocationReport,AS,app,43,PossDupFlag,BOOLEAN,N,19
AllocationReport,AS,app,97,PossResend,BOOLEAN,N,20
AllocationReport,AS,app,52,SendingTime,UTCTIMESTAMP,Y,21
AllocationReport,AS,app,122,OrigSendingTime,UTCTIMESTAMP,N,22
AllocationReport,AS,app,212,XmlDataLen,LENGTH,N,23
AllocationReport,AS,app,213,XmlData,DATA,N,24
AllocationReport,AS,app,347,MessageEncoding,STRING,N,25
AllocationReport,AS,app,369,LastMsgSeqNumProcessed,SEQNUM,N,26
AllocationReport,AS,app,627,NoHops,GROUP,N,27
AllocationReport,AS,app,628,HopCompID,STRING,N,28
AllocationReport,AS,app,629,HopSendingTime,UTCTIMESTAMP,N,29
AllocationReport,AS,app,630,HopRefID,SEQNUM,N,30
AllocationReport,AS,app,755,AllocReportID,STRING,Y,31
AllocationReport,AS,app,70,AllocID,STRING,N,32
AllocationReport,AS,app,71,AllocTransType,CHAR,Y,33
AllocationReport,AS,app,795,AllocReportRefID,STRING,N,34
AllocationReport,AS,app,796,AllocCancReplaceReason,INT,N,35
AllocationReport,AS,app,793,SecondaryAllocID,STRING,N,36
AllocationReport,AS,app,794,AllocReportType,INT,Y,37
AllocationReport,AS,app,87,AllocStatus,INT,Y,38
AllocationReport,AS,app,88,AllocRejCode,INT,N,39
AllocationReport,AS,app,72,RefAllocID,STRING,N,40
AllocationReport,AS,app,808,AllocIntermedReqType,INT,N,41
AllocationReport,AS,app,196,AllocLinkID,STRING,N,42
AllocationReport,AS,app,197,AllocLinkType,INT,N,43
AllocationReport,AS,app,466,BookingRefID,STRING,N,44
AllocationReport,AS,app,857,AllocNoOrdersType,INT,Y,45
AllocationReport,AS,app,73,NoOrders,GROUP,N,46
AllocationReport,AS,app,11,ClOrdID,STRING,N,47
AllocationReport,AS,app,37,OrderID,STRING,N,48
AllocationReport,AS,app,198,SecondaryOrderID,STRING,N,49
AllocationReport,AS,app,526,SecondaryClOrdID,STRING,N,50
AllocationReport,AS,app,66,ListID,STRING,N,51
AllocationReport,AS,app,38,OrderQty,QTY,N,52
AllocationReport,AS,app,799,OrderAvgPx,PRICE,N,53
AllocationReport,AS,app,800,OrderBookingQty,QTY,N,54
AllocationReport,AS,app,124,NoExecs,GROUP,N,55
AllocationReport,AS,app,32,LastQty,QTY,N,56
AllocationReport,AS,app,17,ExecID,STRING,N,57
AllocationReport,AS,app,527,SecondaryExecID,STRING,N,58
AllocationReport,AS,app,31,LastPx,PRICE,N,59
AllocationReport,AS,app,669,LastParPx,PRICE,N,60
AllocationReport,AS,app,29,LastCapacity,CHAR,N,61
AllocationReport,AS,app,570,PreviouslyReported,BOOLEAN,N,62
AllocationReport,AS,app,700,ReversalIndicator,BOOLEAN,N,63
AllocationReport,AS,app,574,MatchType,STRING,N,64
AllocationReport,AS,app,54,Side,CHAR,Y,65
AllocationReport,AS,app,55,Symbol,STRING,N,66
AllocationReport,AS,app,65,SymbolSfx,STRING,N,67
AllocationReport,AS,app,48,SecurityID,STRING,N,68
AllocationReport,AS,app,22,SecurityIDSource,STRING,N,69
AllocationReport,AS,app,454,NoSecurityAltID,GROUP,N,70
