algo_strategy,average_price,client_order_id,event_type,fade_reason,filled_quantity,hour,order_id,order_level,order_type,parent_order_id,quantity,record_id,reject_reason,remaining_quantity,side,snapshot_time,state,ticker,urgency,venue
,650.04356258348,C20241216_MEGA,VENUE_FILLED,,1623,,SOR_000016,3,ROUTE,SLICE_00006,1623,REC_00000023,,0,Buy,2025-08-12T09:07:38,FILLED,ASML.AS,,NYSE
,650.0328217693251,C20241216_MEGA,VENUE_FILLED,,1623,,SOR_000017,3,ROUTE,SLICE_00006,1623,REC_00000024,,0,Buy,2025-08-12T09:07:38.050000,FILLED,ASML.AS,,NASDAQ
,650.0413143040781,C20241216_MEGA,VENUE_FILLED,,1623,,SOR_000018,3,ROUTE,SLICE_00006,1623,REC_00000025,,0,Buy,2025-08-12T09:07:38.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00007,2,ALGO_SLICE,ALGO_001,6275,REC_00000026,,6275,Buy,2025-08-12T09:09:34,PENDING,ASML.AS,CRITICAL,
,650.0341518241042,C20241216_MEGA,VENUE_FILLED,,2091,,SOR_000019,3,ROUTE,SLICE_00007,2091,REC_00000027,,0,Buy,2025-08-12T09:09:34,FILLED,ASML.AS,,NYSE
,0,C20241216_MEGA,VENUE_REJECT,,0,,SOR_000020,3,ROUTE,SLICE_00007,2091,REC_00000028,,2091,Buy,2025-08-12T09:09:34.050000,REJECT,ASML.AS,,NASDAQ
,650.030438336773,C20241216_MEGA,VENUE_FILLED,,2091,,SOR_000021,3,ROUTE,SLICE_00007,2091,REC_00000029,,0,Buy,2025-08-12T09:09:34.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00008,2,ALGO_SLICE,ALGO_001,4158,REC_00000030,,4158,Buy,2025-08-12T09:10:33,PENDING,ASML.AS,CRITICAL,
,650.0219242793946,C20241216_MEGA,VENUE_FILLED,,1386,,SOR_000022,3,ROUTE,SLICE_00008,1386,REC_00000031,,0,Buy,2025-08-12T09:10:33,FILLED,ASML.AS,,NYSE
,650.0323577244235,C20241216_MEGA,VENUE_FILLED,,1386,,SOR_000023,3,ROUTE,SLICE_00008,1386,REC_00000032,,0,Buy,2025-08-12T09:10:33.050000,FILLED,ASML.AS,,NASDAQ
,650.0284979835227,C20241216_MEGA,VENUE_FILLED,,1386,,SOR_000024,3,ROUTE,SLICE_00008,1386,REC_00000033,,0,Buy,2025-08-12T09:10:33.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00009,2,ALGO_SLICE,ALGO_001,5244,REC_00000034,,5244,Buy,2025-08-12T09:11:22,PENDING,ASML.AS,CRITICAL,
,650.0475343089942,C20241216_MEGA,VENUE_FILLED,,1748,,SOR_000025,3,ROUTE,SLICE_00009,1748,REC_00000035,,0,Buy,2025-08-12T09:11:22,FILLED,ASML.AS,,NYSE
,650.0441661819561,C20241216_MEGA,VENUE_FILLED,,1748,,SOR_000026,3,ROUTE,SLICE_00009,1748,REC_00000036,,0,Buy,2025-08-12T09:11:22.050000,FILLED,ASML.AS,,NASDAQ
,650.0285384469657,C20241216_MEGA,VENUE_FILLED,,1748,,SOR_000027,3,ROUTE,SLICE_00009,1748,REC_00000037,,0,Buy,2025-08-12T09:11:22.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00010,2,ALGO_SLICE,ALGO_001,4710,REC_00000038,,4710,Buy,2025-08-12T09:12:52,PENDING,ASML.AS,CRITICAL,
,650.0269063500369,C20241216_MEGA,VENUE_FILLED,,1570,,SOR_000028,3,ROUTE,SLICE_00010,1570,REC_00000039,,0,Buy,2025-08-12T09:12:52,FILLED,ASML.AS,,NYSE
,650.0257002366401,C20241216_MEGA,VENUE_FILLED,,1570,,SOR_000029,3,ROUTE,SLICE_00010,1570,REC_00000040,,0,Buy,2025-08-12T09:12:52.050000,FILLED,ASML.AS,,NASDAQ
,650.0434617926136,C20241216_MEGA,VENUE_FILLED,,1570,,SOR_000030,3,ROUTE,SLICE_00010,1570,REC_00000041,,0,Buy,2025-08-12T09:12:52.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00011,2,ALGO_SLICE,ALGO_001,6264,REC_00000042,,6264,Buy,2025-08-12T09:14:51,PENDING,ASML.AS,CRITICAL,
,650.0253434260782,C20241216_MEGA,VENUE_FILLED,,2088,,SOR_000031,3,ROUTE,SLICE_00011,2088,REC_00000043,,0,Buy,2025-08-12T09:14:51,FILLED,ASML.AS,,NYSE
,650.0499755129522,C20241216_MEGA,VENUE_FILLED,,2088,,SOR_000032,3,ROUTE,SLICE_00011,2088,REC_00000044,,0,Buy,2025-08-12T09:14:51.050000,FILLED,ASML.AS,,NASDAQ
,650.0293658980887,C20241216_MEGA,VENUE_FILLED,,2088,,SOR_000033,3,ROUTE,SLICE_00011,2088,REC_00000045,,0,Buy,2025-08-12T09:14:51.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00012,2,ALGO_SLICE,ALGO_001,5028,REC_00000046,,5028,Buy,2025-08-12T09:15:43,PENDING,ASML.AS,CRITICAL,
,650.0316773523359,C20241216_MEGA,VENUE_FILLED,,1676,,SOR_000034,3,ROUTE,SLICE_00012,1676,REC_00000047,,0,Buy,2025-08-12T09:15:43,FILLED,ASML.AS,,NYSE
,650.0275344933614,C20241216_MEGA,VENUE_PARTIAL,,838,,SOR_000035,3,ROUTE,SLICE_00012,1676,REC_00000048,,838,Buy,2025-08-12T09:15:43.050000,PARTIAL,ASML.AS,,NASDAQ
,650.0225922686885,C20241216_MEGA,VENUE_FILLED,,1676,,SOR_000036,3,ROUTE,SLICE_00012,1676,REC_00000049,,0,Buy,2025-08-12T09:15:43.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00013,2,ALGO_SLICE,ALGO_001,4292,REC_00000050,,4292,Buy,2025-08-12T09:17:10,PENDING,ASML.AS,CRITICAL,
,650.04176720993,C20241216_MEGA,VENUE_FILLED,,1430,,SOR_000037,3,ROUTE,SLICE_00013,1430,REC_00000051,,0,Buy,2025-08-12T09:17:10,FILLED,ASML.AS,,NYSE
,650.0398599669618,C20241216_MEGA,VENUE_FILLED,,1430,,SOR_000038,3,ROUTE,SLICE_00013,1430,REC_00000052,,0,Buy,2025-08-12T09:17:10.050000,FILLED,ASML.AS,,NASDAQ
,650.0343970158065,C20241216_MEGA,VENUE_FILLED,,1430,,SOR_000039,3,ROUTE,SLICE_00013,1430,REC_00000053,,0,Buy,2025-08-12T09:17:10.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00014,2,ALGO_SLICE,ALGO_001,7854,REC_00000054,,7854,Buy,2025-08-12T09:18:29,PENDING,ASML.AS,CRITICAL,
,650.0269866644719,C20241216_MEGA,VENUE_FILLED,,2618,,SOR_000040,3,ROUTE,SLICE_00014,2618,REC_00000055,,0,Buy,2025-08-12T09:18:29,FILLED,ASML.AS,,NYSE
,650.0420551899564,C20241216_MEGA,VENUE_FILLED,,2618,,SOR_000041,3,ROUTE,SLICE_00014,2618,REC_00000056,,0,Buy,2025-08-12T09:18:29.050000,FILLED,ASML.AS,,NASDAQ
,650.0440381046876,C20241216_MEGA,VENUE_FILLED,,2618,,SOR_000042,3,ROUTE,SLICE_00014,2618,REC_00000057,,0,Buy,2025-08-12T09:18:29.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00015,2,ALGO_SLICE,ALGO_001,5016,REC_00000058,,5016,Buy,2025-08-12T09:20:02,PENDING,ASML.AS,CRITICAL,
,650.0209296979083,C20241216_MEGA,VENUE_FILLED,,1672,,SOR_000043,3,ROUTE,SLICE_00015,1672,REC_00000059,,0,Buy,2025-08-12T09:20:02,FILLED,ASML.AS,,NYSE
,650.035249447107,C20241216_MEGA,VENUE_FILLED,,1672,,SOR_000044,3,ROUTE,SLICE_00015,1672,REC_00000060,,0,Buy,2025-08-12T09:20:02.050000,FILLED,ASML.AS,,NASDAQ
,650.0332491084774,C20241216_MEGA,VENUE_FILLED,,1672,,SOR_000045,3,ROUTE,SLICE_00015,1672,REC_00000061,,0,Buy,2025-08-12T09:20:02.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00016,2,ALGO_SLICE,ALGO_001,4477,REC_00000062,,4477,Buy,2025-08-12T09:21:07,PENDING,ASML.AS,CRITICAL,
,650.0458869755373,C20241216_MEGA,VENUE_FILLED,,1492,,SOR_000046,3,ROUTE,SLICE_00016,1492,REC_00000063,,0,Buy,2025-08-12T09:21:07,FILLED,ASML.AS,,NYSE
,650.0337641252554,C20241216_MEGA,VENUE_FILLED,,1492,,SOR_000047,3,ROUTE,SLICE_00016,1492,REC_00000064,,0,Buy,2025-08-12T09:21:07.050000,FILLED,ASML.AS,,NASDAQ
,650.044918162053,C20241216_MEGA,VENUE_PARTIAL,,746,,SOR_000048,3,ROUTE,SLICE_00016,1492,REC_00000065,,746,Buy,2025-08-12T09:21:07.100000,PARTIAL,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00017,2,ALGO_SLICE,ALGO_001,5628,REC_00000066,,5628,Buy,2025-08-12T09:23:03,PENDING,ASML.AS,CRITICAL,
,650.0385891392662,C20241216_MEGA,VENUE_PARTIAL,,938,,SOR_000049,3,ROUTE,SLICE_00017,1876,REC_00000067,,938,Buy,2025-08-12T09:23:03,PARTIAL,ASML.AS,,NYSE
,0,C20241216_MEGA,VENUE_REJECT,,0,,SOR_000050,3,ROUTE,SLICE_00017,1876,REC_00000068,,1876,Buy,2025-08-12T09:23:03.050000,REJECT,ASML.AS,,NASDAQ
,650.0436871066064,C20241216_MEGA,VENUE_FILLED,,1876,,SOR_000051,3,ROUTE,SLICE_00017,1876,REC_00000069,,0,Buy,2025-08-12T09:23:03.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00018,2,ALGO_SLICE,ALGO_001,7740,REC_00000070,,7740,Buy,2025-08-12T09:24:30,PENDING,ASML.AS,CRITICAL,
,650.0262162529705,C20241216_MEGA,VENUE_FILLED,,2580,,SOR_000052,3,ROUTE,SLICE_00018,2580,REC_00000071,,0,Buy,2025-08-12T09:24:30,FILLED,ASML.AS,,NYSE
,650.044184183217,C20241216_MEGA,VENUE_FILLED,,2580,,SOR_000053,3,ROUTE,SLICE_00018,2580,REC_00000072,,0,Buy,2025-08-12T09:24:30.050000,FILLED,ASML.AS,,NASDAQ
,650.03352636435,C20241216_MEGA,VENUE_FILLED,,2580,,SOR_000054,3,ROUTE,SLICE_00018,2580,REC_00000073,,0,Buy,2025-08-12T09:24:30.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00019,2,ALGO_SLICE,ALGO_001,4260,REC_00000074,,4260,Buy,2025-08-12T09:25:34,PENDING,ASML.AS,CRITICAL,
,650.0391445393973,C20241216_MEGA,VENUE_FILLED,,1420,,SOR_000055,3,ROUTE,SLICE_00019,1420,REC_00000075,,0,Buy,2025-08-12T09:25:34,FILLED,ASML.AS,,NYSE
,650.0476156036937,C20241216_MEGA,VENUE_FILLED,,1420,,SOR_000056,3,ROUTE,SLICE_00019,1420,REC_00000076,,0,Buy,2025-08-12T09:25:34.050000,FILLED,ASML.AS,,NASDAQ
,650.0398859572124,C20241216_MEGA,VENUE_FILLED,,1420,,SOR_000057,3,ROUTE,SLICE_00019,1420,REC_00000077,,0,Buy,2025-08-12T09:25:34.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00020,2,ALGO_SLICE,ALGO_001,4712,REC_00000078,,4712,Buy,2025-08-12T09:26:37,PENDING,ASML.AS,CRITICAL,
,650.0298965071707,C20241216_MEGA,VENUE_FILLED,,1570,,SOR_000058,3,ROUTE,SLICE_00020,1570,REC_00000079,,0,Buy,2025-08-12T09:26:37,FILLED,ASML.AS,,NYSE
,650.0341329267853,C20241216_MEGA,VENUE_FILLED,,1570,,SOR_000059,3,ROUTE,SLICE_00020,1570,REC_00000080,,0,Buy,2025-08-12T09:26:37.050000,FILLED,ASML.AS,,NASDAQ
,0,C20241216_MEGA,VENUE_NO_CONNECTION,,0,,SOR_000060,3,ROUTE,SLICE_00020,1570,REC_00000081,No connection to ARCA-FIX-01,1570,Buy,2025-08-12T09:26:37.100000,NO_CONNECTION,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00021,2,ALGO_SLICE,ALGO_001,6232,REC_00000082,,6232,Buy,2025-08-12T09:27:18,PENDING,ASML.AS,CRITICAL,
,650.0477800152568,C20241216_MEGA,VENUE_PARTIAL,,1038,,SOR_000061,3,ROUTE,SLICE_00021,2077,REC_00000083,,1039,Buy,2025-08-12T09:27:18,PARTIAL,ASML.AS,,NYSE
,650.0399957619669,C20241216_MEGA,VENUE_FILLED,,2077,,SOR_000062,3,ROUTE,SLICE_00021,2077,REC_00000084,,0,Buy,2025-08-12T09:27:18.050000,FILLED,ASML.AS,,NASDAQ
,650.0373224557432,C20241216_MEGA,VENUE_FILLED,,2077,,SOR_000063,3,ROUTE,SLICE_00021,2077,REC_00000085,,0,Buy,2025-08-12T09:27:18.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00022,2,ALGO_SLICE,ALGO_001,5736,REC_00000086,,5736,Buy,2025-08-12T09:29:09,PENDING,ASML.AS,CRITICAL,
,650.0475439137157,C20241216_MEGA,VENUE_FILLED,,1912,,SOR_000064,3,ROUTE,SLICE_00022,1912,REC_00000087,,0,Buy,2025-08-12T09:29:09,FILLED,ASML.AS,,NYSE
,650.0316025437969,C20241216_MEGA,VENUE_PARTIAL,,956,,SOR_000065,3,ROUTE,SLICE_00022,1912,REC_00000088,,956,Buy,2025-08-12T09:29:09.050000,PARTIAL,ASML.AS,,NASDAQ
,650.0384625972049,C20241216_MEGA,VENUE_FILLED,,1912,,SOR_000066,3,ROUTE,SLICE_00022,1912,REC_00000089,,0,Buy,2025-08-12T09:29:09.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00023,2,ALGO_SLICE,ALGO_001,4849,REC_00000090,,4849,Buy,2025-08-12T09:31:07,PENDING,ASML.AS,CRITICAL,
,650.028718240781,C20241216_MEGA,VENUE_FILLED,,1616,,SOR_000067,3,ROUTE,SLICE_00023,1616,REC_00000091,,0,Buy,2025-08-12T09:31:07,FILLED,ASML.AS,,NYSE
,650.0481571350963,C20241216_MEGA,VENUE_PARTIAL,,808,,SOR_000068,3,ROUTE,SLICE_00023,1616,REC_00000092,,808,Buy,2025-08-12T09:31:07.050000,PARTIAL,ASML.AS,,NASDAQ
,650.036330830952,C20241216_MEGA,VENUE_FILLED,,1616,,SOR_000069,3,ROUTE,SLICE_00023,1616,REC_00000093,,0,Buy,2025-08-12T09:31:07.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00024,2,ALGO_SLICE,ALGO_001,6624,REC_00000094,,6624,Buy,2025-08-12T09:32:46,PENDING,ASML.AS,CRITICAL,
,650.0385695465334,C20241216_MEGA,VENUE_FILLED,,2208,,SOR_000070,3,ROUTE,SLICE_00024,2208,REC_00000095,,0,Buy,2025-08-12T09:32:46,FILLED,ASML.AS,,NYSE
,0,C20241216_MEGA,VENUE_NO_CONNECTION,,0,,SOR_000071,3,ROUTE,SLICE_00024,2208,REC_00000096,No connection to NASDAQ-FIX-01,2208,Buy,2025-08-12T09:32:46.050000,NO_CONNECTION,ASML.AS,,NASDAQ
,650.0496216117963,C20241216_MEGA,VENUE_FILLED,,2208,,SOR_000072,3,ROUTE,SLICE_00024,2208,REC_00000097,,0,Buy,2025-08-12T09:32:46.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00025,2,ALGO_SLICE,ALGO_001,4467,REC_00000098,,4467,Buy,2025-08-12T09:34:40,PENDING,ASML.AS,CRITICAL,
,650.0216348436156,C20241216_MEGA,VENUE_FILLED,,1489,,SOR_000073,3,ROUTE,SLICE_00025,1489,REC_00000099,,0,Buy,2025-08-12T09:34:40,FILLED,ASML.AS,,NYSE
,650.0427256256028,C20241216_MEGA,VENUE_FILLED,,1489,,SOR_000074,3,ROUTE,SLICE_00025,1489,REC_00000100,,0,Buy,2025-08-12T09:34:40.050000,FILLED,ASML.AS,,NASDAQ
,650.039426050858,C20241216_MEGA,VENUE_FILLED,,1489,,SOR_000075,3,ROUTE,SLICE_00025,1489,REC_00000101,,0,Buy,2025-08-12T09:34:40.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00026,2,ALGO_SLICE,ALGO_001,7139,REC_00000102,,7139,Buy,2025-08-12T09:35:43,PENDING,ASML.AS,CRITICAL,
,650.04058563292,C20241216_MEGA,VENUE_FILLED,,2379,,SOR_000076,3,ROUTE,SLICE_00026,2379,REC_00000103,,0,Buy,2025-08-12T09:35:43,FILLED,ASML.AS,,NYSE
,650.033286344788,C20241216_MEGA,VENUE_FILLED,,2379,,SOR_000077,3,ROUTE,SLICE_00026,2379,REC_00000104,,0,Buy,2025-08-12T09:35:43.050000,FILLED,ASML.AS,,NASDAQ
,650.0318306139748,C20241216_MEGA,VENUE_FILLED,,2379,,SOR_000078,3,ROUTE,SLICE_00026,2379,REC_00000105,,0,Buy,2025-08-12T09:35:43.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00027,2,ALGO_SLICE,ALGO_001,7044,REC_00000106,,7044,Buy,2025-08-12T09:36:45,PENDING,ASML.AS,CRITICAL,
,650.0301801371227,C20241216_MEGA,VENUE_FILLED,,2348,,SOR_000079,3,ROUTE,SLICE_00027,2348,REC_00000107,,0,Buy,2025-08-12T09:36:45,FILLED,ASML.AS,,NYSE
,650.0223776347202,C20241216_MEGA,VENUE_FILLED,,2348,,SOR_000080,3,ROUTE,SLICE_00027,2348,REC_00000108,,0,Buy,2025-08-12T09:36:45.050000,FILLED,ASML.AS,,NASDAQ
,650.0378648620986,C20241216_MEGA,VENUE_FILLED,,2348,,SOR_000081,3,ROUTE,SLICE_00027,2348,REC_00000109,,0,Buy,2025-08-12T09:36:45.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00028,2,ALGO_SLICE,ALGO_001,4397,REC_00000110,,4397,Buy,2025-08-12T09:38:12,PENDING,ASML.AS,CRITICAL,
,650.0311272125763,C20241216_MEGA,VENUE_FILLED,,1465,,SOR_000082,3,ROUTE,SLICE_00028,1465,REC_00000111,,0,Buy,2025-08-12T09:38:12,FILLED,ASML.AS,,NYSE
,650.0337388324372,C20241216_MEGA,VENUE_FILLED,,1465,,SOR_000083,3,ROUTE,SLICE_00028,1465,REC_00000112,,0,Buy,2025-08-12T09:38:12.050000,FILLED,ASML.AS,,NASDAQ
,650.0337627246562,C20241216_MEGA,VENUE_FILLED,,1465,,SOR_000084,3,ROUTE,SLICE_00028,1465,REC_00000113,,0,Buy,2025-08-12T09:38:12.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00029,2,ALGO_SLICE,ALGO_001,4005,REC_00000114,,4005,Buy,2025-08-12T09:39:19,PENDING,ASML.AS,CRITICAL,
,650.0256399120807,C20241216_MEGA,VENUE_FILLED,,1335,,SOR_000085,3,ROUTE,SLICE_00029,1335,REC_00000115,,0,Buy,2025-08-12T09:39:19,FILLED,ASML.AS,,NYSE
,650.0370199865553,C20241216_MEGA,VENUE_FILLED,,1335,,SOR_000086,3,ROUTE,SLICE_00029,1335,REC_00000116,,0,Buy,2025-08-12T09:39:19.050000,FILLED,ASML.AS,,NASDAQ
,650.0378205208468,C20241216_MEGA,VENUE_PARTIAL,,667,,SOR_000087,3,ROUTE,SLICE_00029,1335,REC_00000117,,668,Buy,2025-08-12T09:39:19.100000,PARTIAL,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00030,2,ALGO_SLICE,ALGO_001,5816,REC_00000118,,5816,Buy,2025-08-12T09:40:43,PENDING,ASML.AS,CRITICAL,
,650.0274266105458,C20241216_MEGA,VENUE_FILLED,,1938,,SOR_000088,3,ROUTE,SLICE_00030,1938,REC_00000119,,0,Buy,2025-08-12T09:40:43,FILLED,ASML.AS,,NYSE
,650.0366021089667,C20241216_MEGA,VENUE_FILLED,,1938,,SOR_000089,3,ROUTE,SLICE_00030,1938,REC_00000120,,0,Buy,2025-08-12T09:40:43.050000,FILLED,ASML.AS,,NASDAQ
,650.0391882821865,C20241216_MEGA,VENUE_FILLED,,1938,,SOR_000090,3,ROUTE,SLICE_00030,1938,REC_00000121,,0,Buy,2025-08-12T09:40:43.100000,FILLED,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00031,2,ALGO_SLICE,ALGO_001,6338,REC_00000122,,6338,Buy,2025-08-12T09:41:20,PENDING,ASML.AS,CRITICAL,
,650.0360774096005,C20241216_MEGA,VENUE_FILLED,,2112,,SOR_000091,3,ROUTE,SLICE_00031,2112,REC_00000123,,0,Buy,2025-08-12T09:41:20,FILLED,ASML.AS,,NYSE
,650.0250179158647,C20241216_MEGA,VENUE_FILLED,,2112,,SOR_000092,3,ROUTE,SLICE_00031,2112,REC_00000124,,0,Buy,2025-08-12T09:41:20.050000,FILLED,ASML.AS,,NASDAQ
,0,C20241216_MEGA,VENUE_REJECT,,0,,SOR_000093,3,ROUTE,SLICE_00031,2112,REC_00000125,,2112,Buy,2025-08-12T09:41:20.100000,REJECT,ASML.AS,,ARCA
,0.0,C20241216_MEGA,NEW,,0,,SLICE_00032,2,ALGO_SLICE,ALGO_001,4395,REC_00000126,,4395,Buy,2025-08-12T09:42:36,PENDING,ASML.AS,CRITICAL,
,650.0361359731352,C20241216_MEGA,VENUE_FILLED,,1465,,SOR_000094,3,ROUTE,SLICE_00032,1465,REC_00000127,,0,Buy,2025-08-12T09:42:36,FILLED,ASML.AS,,NYSE
,650.0421690878237,C20241216_MEGA,VENUE_FILLED,,1465,,SOR_000095,3,ROUTE,SLICE_00032,1465,REC_00000128,,0,Buy,2025-08-12T09:42:36.050000,FILLED,ASML.AS,,NASDAQ
,650.0470267884582,C20241216_MEGA,VENUE_FILLED,,1465,,SOR_000096,3,ROUTE,SLICE_00032,1465,REC_00000129,,0,Buy,2025-08-12T09:42:36.100000,FILLED,ASML.AS,,ARCA
