algo_strategy,average_price,client_name,client_order_id,event_type,filled_quantity,market_price,order_id,order_level,order_type,parent_order_id,participation_pct,quantity,record_id,remaining_quantity,side,snapshot_time,state,ticker,urgency
VWAP,650.1384759652252,,C20241216_PROD,ALGO_UPDATE,24090,650.0662515491073,ALGO_001,1,ALGO_PARENT,CLIENT_001,8.4,2000000,REC_00000035,1975910,Buy,2025-08-12T09:03:20.075000,WORKING,ASML.AS,CRITICAL
,650.1384759652252,Wellington Management,C20241216_PROD,CLIENT_UPDATE,24090,650.0662515491073,CLIENT_001,0,CLIENT,,,2000000,REC_00000036,1975910,Buy,2025-08-12T09:03:20.080000,WORKING,ASML.AS,
,650.0942141489505,,C20241216_PROD,SLICE_UPDATE,4942,650.0662515491073,SLICE_00004,2,ALGO_SLICE,ALGO_001,,4942,REC_00000037,0,Buy,2025-08-12T09:03:20.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.1356418882486,,C20241216_PROD,ALGO_UPDATE,25738,650.0662515491073,ALGO_001,1,ALGO_PARENT,CLIENT_001,9.0,2000000,REC_00000038,1974262,Buy,2025-08-12T09:03:20.125000,WORKING,ASML.AS,CRITICAL
,650.1356418882486,Wellington Management,C20241216_PROD,CLIENT_UPDATE,25738,650.0662515491073,CLIENT_001,0,CLIENT,,,2000000,REC_00000039,1974262,Buy,2025-08-12T09:03:20.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1584771727247,SLICE_00005,2,ALGO_SLICE,ALGO_001,,5777,REC_00000040,5777,Buy,2025-08-12T09:04:20,PENDING,ASML.AS,CRITICAL
,650.1889214186087,,C20241216_PROD,SLICE_UPDATE,1925,650.1584771727247,SLICE_00005,2,ALGO_SLICE,ALGO_001,,5777,REC_00000041,3852,Buy,2025-08-12T09:04:20.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.1393494794696,,C20241216_PROD,ALGO_UPDATE,27663,650.1584771727247,ALGO_001,1,ALGO_PARENT,CLIENT_001,9.7,2000000,REC_00000042,1972337,Buy,2025-08-12T09:04:20.025000,WORKING,ASML.AS,CRITICAL
,650.1393494794696,Wellington Management,C20241216_PROD,CLIENT_UPDATE,27663,650.1584771727247,CLIENT_001,0,CLIENT,,,2000000,REC_00000043,1972337,Buy,2025-08-12T09:04:20.030000,WORKING,ASML.AS,
,650.1902319146271,,C20241216_PROD,SLICE_UPDATE,3851,650.1584771727247,SLICE_00005,2,ALGO_SLICE,ALGO_001,,5777,REC_00000044,1926,Buy,2025-08-12T09:04:20.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.1426615065781,,C20241216_PROD,ALGO_UPDATE,29589,650.1584771727247,ALGO_001,1,ALGO_PARENT,CLIENT_001,10.4,2000000,REC_00000045,1970411,Buy,2025-08-12T09:04:20.075000,WORKING,ASML.AS,CRITICAL
,650.1426615065781,Wellington Management,C20241216_PROD,CLIENT_UPDATE,29589,650.1584771727247,CLIENT_001,0,CLIENT,,,2000000,REC_00000046,1970411,Buy,2025-08-12T09:04:20.080000,WORKING,ASML.AS,
,650.1962261695237,,C20241216_PROD,SLICE_UPDATE,5777,650.1584771727247,SLICE_00005,2,ALGO_SLICE,ALGO_001,,5777,REC_00000047,0,Buy,2025-08-12T09:04:20.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.145935044285,,C20241216_PROD,ALGO_UPDATE,31515,650.1584771727247,ALGO_001,1,ALGO_PARENT,CLIENT_001,11.0,2000000,REC_00000048,1968485,Buy,2025-08-12T09:04:20.125000,WORKING,ASML.AS,CRITICAL
,650.145935044285,Wellington Management,C20241216_PROD,CLIENT_UPDATE,31515,650.1584771727247,CLIENT_001,0,CLIENT,,,2000000,REC_00000049,1968485,Buy,2025-08-12T09:04:20.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.2319329433302,SLICE_00006,2,ALGO_SLICE,ALGO_001,,6806,REC_00000050,6806,Buy,2025-08-12T09:05:01,PENDING,ASML.AS,CRITICAL
,650.2599715300877,,C20241216_PROD,SLICE_UPDATE,2268,650.2319329433302,SLICE_00006,2,ALGO_SLICE,ALGO_001,,6806,REC_00000051,4538,Buy,2025-08-12T09:05:01.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.1535908104929,,C20241216_PROD,ALGO_UPDATE,33783,650.2319329433302,ALGO_001,1,ALGO_PARENT,CLIENT_001,11.8,2000000,REC_00000052,1966217,Buy,2025-08-12T09:05:01.025000,WORKING,ASML.AS,CRITICAL
,650.1535908104929,Wellington Management,C20241216_PROD,CLIENT_UPDATE,33783,650.2319329433302,CLIENT_001,0,CLIENT,,,2000000,REC_00000053,1966217,Buy,2025-08-12T09:05:01.030000,WORKING,ASML.AS,
,650.2530955349242,,C20241216_PROD,SLICE_UPDATE,4537,650.2319329433302,SLICE_00006,2,ALGO_SLICE,ALGO_001,,6806,REC_00000054,2269,Buy,2025-08-12T09:05:01.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.159853326296,,C20241216_PROD,ALGO_UPDATE,36052,650.2319329433302,ALGO_001,1,ALGO_PARENT,CLIENT_001,12.6,2000000,REC_00000055,1963948,Buy,2025-08-12T09:05:01.075000,WORKING,ASML.AS,CRITICAL
,650.159853326296,Wellington Management,C20241216_PROD,CLIENT_UPDATE,36052,650.2319329433302,CLIENT_001,0,CLIENT,,,2000000,REC_00000056,1963948,Buy,2025-08-12T09:05:01.080000,WORKING,ASML.AS,
,650.2553124545011,,C20241216_PROD,SLICE_UPDATE,6806,650.2319329433302,SLICE_00006,2,ALGO_SLICE,ALGO_001,,6806,REC_00000057,0,Buy,2025-08-12T09:05:01.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.1655054951302,,C20241216_PROD,ALGO_UPDATE,38321,650.2319329433302,ALGO_001,1,ALGO_PARENT,CLIENT_001,13.4,2000000,REC_00000058,1961679,Buy,2025-08-12T09:05:01.125000,WORKING,ASML.AS,CRITICAL
,650.1655054951302,Wellington Management,C20241216_PROD,CLIENT_UPDATE,38321,650.2319329433302,CLIENT_001,0,CLIENT,,,2000000,REC_00000059,1961679,Buy,2025-08-12T09:05:01.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.3242031423382,SLICE_00007,2,ALGO_SLICE,ALGO_001,,7695,REC_00000060,7695,Buy,2025-08-12T09:06:04,PENDING,ASML.AS,CRITICAL
,650.3575402980664,,C20241216_PROD,SLICE_UPDATE,2565,650.3242031423382,SLICE_00007,2,ALGO_SLICE,ALGO_001,,7695,REC_00000061,5130,Buy,2025-08-12T09:06:04.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.1775528773522,,C20241216_PROD,ALGO_UPDATE,40886,650.3242031423382,ALGO_001,1,ALGO_PARENT,CLIENT_001,14.3,2000000,REC_00000062,1959114,Buy,2025-08-12T09:06:04.025000,WORKING,ASML.AS,CRITICAL
,650.1775528773522,Wellington Management,C20241216_PROD,CLIENT_UPDATE,40886,650.3242031423382,CLIENT_001,0,CLIENT,,,2000000,REC_00000063,1959114,Buy,2025-08-12T09:06:04.030000,WORKING,ASML.AS,
,650.3495219908427,,C20241216_PROD,SLICE_UPDATE,5130,650.3242031423382,SLICE_00007,2,ALGO_SLICE,ALGO_001,,7695,REC_00000064,2565,Buy,2025-08-12T09:06:04.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.1877045603078,,C20241216_PROD,ALGO_UPDATE,43451,650.3242031423382,ALGO_001,1,ALGO_PARENT,CLIENT_001,15.2,2000000,REC_00000065,1956549,Buy,2025-08-12T09:06:04.075000,WORKING,ASML.AS,CRITICAL
,650.1877045603078,Wellington Management,C20241216_PROD,CLIENT_UPDATE,43451,650.3242031423382,CLIENT_001,0,CLIENT,,,2000000,REC_00000066,1956549,Buy,2025-08-12T09:06:04.080000,WORKING,ASML.AS,
,650.3585519824466,,C20241216_PROD,SLICE_UPDATE,7695,650.3242031423382,SLICE_00007,2,ALGO_SLICE,ALGO_001,,7695,REC_00000067,0,Buy,2025-08-12T09:06:04.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.1972278486811,,C20241216_PROD,ALGO_UPDATE,46016,650.3242031423382,ALGO_001,1,ALGO_PARENT,CLIENT_001,16.1,2000000,REC_00000068,1953984,Buy,2025-08-12T09:06:04.125000,WORKING,ASML.AS,CRITICAL
,650.1972278486811,Wellington Management,C20241216_PROD,CLIENT_UPDATE,46016,650.3242031423382,CLIENT_001,0,CLIENT,,,2000000,REC_00000069,1953984,Buy,2025-08-12T09:06:04.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.257573506559,SLICE_00008,2,ALGO_SLICE,ALGO_001,,5298,REC_00000070,5298,Buy,2025-08-12T09:07:13,PENDING,ASML.AS,CRITICAL
,650.2884982649225,,C20241216_PROD,SLICE_UPDATE,1766,650.257573506559,SLICE_00008,2,ALGO_SLICE,ALGO_001,,5298,REC_00000071,3532,Buy,2025-08-12T09:07:13.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2006011598669,,C20241216_PROD,ALGO_UPDATE,47782,650.257573506559,ALGO_001,1,ALGO_PARENT,CLIENT_001,16.7,2000000,REC_00000072,1952218,Buy,2025-08-12T09:07:13.025000,WORKING,ASML.AS,CRITICAL
,650.2006011598669,Wellington Management,C20241216_PROD,CLIENT_UPDATE,47782,650.257573506559,CLIENT_001,0,CLIENT,,,2000000,REC_00000073,1952218,Buy,2025-08-12T09:07:13.030000,WORKING,ASML.AS,
,650.294077032284,,C20241216_PROD,SLICE_UPDATE,3532,650.257573506559,SLICE_00008,2,ALGO_SLICE,ALGO_001,,5298,REC_00000074,1766,Buy,2025-08-12T09:07:13.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2039328461245,,C20241216_PROD,ALGO_UPDATE,49548,650.257573506559,ALGO_001,1,ALGO_PARENT,CLIENT_001,17.3,2000000,REC_00000075,1950452,Buy,2025-08-12T09:07:13.075000,WORKING,ASML.AS,CRITICAL
,650.2039328461245,Wellington Management,C20241216_PROD,CLIENT_UPDATE,49548,650.257573506559,CLIENT_001,0,CLIENT,,,2000000,REC_00000076,1950452,Buy,2025-08-12T09:07:13.080000,WORKING,ASML.AS,
,650.2800287092514,,C20241216_PROD,SLICE_UPDATE,5298,650.257573506559,SLICE_00008,2,ALGO_SLICE,ALGO_001,,5298,REC_00000077,0,Buy,2025-08-12T09:07:13.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.2065517277997,,C20241216_PROD,ALGO_UPDATE,51314,650.257573506559,ALGO_001,1,ALGO_PARENT,CLIENT_001,18.0,2000000,REC_00000078,1948686,Buy,2025-08-12T09:07:13.125000,WORKING,ASML.AS,CRITICAL
,650.2065517277997,Wellington Management,C20241216_PROD,CLIENT_UPDATE,51314,650.257573506559,CLIENT_001,0,CLIENT,,,2000000,REC_00000079,1948686,Buy,2025-08-12T09:07:13.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1723686883882,SLICE_00009,2,ALGO_SLICE,ALGO_001,,5948,REC_00000080,5948,Buy,2025-08-12T09:08:18,PENDING,ASML.AS,CRITICAL
,650.2119808816311,,C20241216_PROD,SLICE_UPDATE,2974,650.1723686883882,SLICE_00009,2,ALGO_SLICE,ALGO_001,,5948,REC_00000081,2974,Buy,2025-08-12T09:08:18.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2068491471833,,C20241216_PROD,ALGO_UPDATE,54288,650.1723686883882,ALGO_001,1,ALGO_PARENT,CLIENT_001,19.0,2000000,REC_00000082,1945712,Buy,2025-08-12T09:08:18.075000,WORKING,ASML.AS,CRITICAL
,650.2068491471833,Wellington Management,C20241216_PROD,CLIENT_UPDATE,54288,650.1723686883882,CLIENT_001,0,CLIENT,,,2000000,REC_00000083,1945712,Buy,2025-08-12T09:08:18.080000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.2347811297989,SLICE_00010,2,ALGO_SLICE,ALGO_001,,4651,REC_00000084,4651,Buy,2025-08-12T09:09:27,PENDING,ASML.AS,CRITICAL
,650.2644329461683,,C20241216_PROD,SLICE_UPDATE,1550,650.2347811297989,SLICE_00010,2,ALGO_SLICE,ALGO_001,,4651,REC_00000085,3101,Buy,2025-08-12T09:09:27.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2084476085972,,C20241216_PROD,ALGO_UPDATE,55838,650.2347811297989,ALGO_001,1,ALGO_PARENT,CLIENT_001,19.5,2000000,REC_00000086,1944162,Buy,2025-08-12T09:09:27.025000,WORKING,ASML.AS,CRITICAL
,650.2084476085972,Wellington Management,C20241216_PROD,CLIENT_UPDATE,55838,650.2347811297989,CLIENT_001,0,CLIENT,,,2000000,REC_00000087,1944162,Buy,2025-08-12T09:09:27.030000,WORKING,ASML.AS,
,650.2597616977804,,C20241216_PROD,SLICE_UPDATE,3100,650.2347811297989,SLICE_00010,2,ALGO_SLICE,ALGO_001,,4651,REC_00000088,1551,Buy,2025-08-12T09:09:27.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2098335575453,,C20241216_PROD,ALGO_UPDATE,57388,650.2347811297989,ALGO_001,1,ALGO_PARENT,CLIENT_001,20.1,2000000,REC_00000089,1942612,Buy,2025-08-12T09:09:27.075000,WORKING,ASML.AS,CRITICAL
,650.2098335575453,Wellington Management,C20241216_PROD,CLIENT_UPDATE,57388,650.2347811297989,CLIENT_001,0,CLIENT,,,2000000,REC_00000090,1942612,Buy,2025-08-12T09:09:27.080000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1835026639775,SLICE_00011,2,ALGO_SLICE,ALGO_001,,5301,REC_00000091,5301,Buy,2025-08-12T09:10:01,PENDING,ASML.AS,CRITICAL
,650.2101415721537,,C20241216_PROD,SLICE_UPDATE,1767,650.1835026639775,SLICE_00011,2,ALGO_SLICE,ALGO_001,,5301,REC_00000092,3534,Buy,2025-08-12T09:10:01.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2098427581507,,C20241216_PROD,ALGO_UPDATE,59155,650.1835026639775,ALGO_001,1,ALGO_PARENT,CLIENT_001,20.7,2000000,REC_00000093,1940845,Buy,2025-08-12T09:10:01.025000,WORKING,ASML.AS,CRITICAL
,650.2098427581507,Wellington Management,C20241216_PROD,CLIENT_UPDATE,59155,650.1835026639775,CLIENT_001,0,CLIENT,,,2000000,REC_00000094,1940845,Buy,2025-08-12T09:10:01.030000,WORKING,ASML.AS,
,650.2180970760502,,C20241216_PROD,SLICE_UPDATE,5301,650.1835026639775,SLICE_00011,2,ALGO_SLICE,ALGO_001,,5301,REC_00000095,0,Buy,2025-08-12T09:10:01.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.2103080831591,,C20241216_PROD,ALGO_UPDATE,62689,650.1835026639775,ALGO_001,1,ALGO_PARENT,CLIENT_001,21.9,2000000,REC_00000096,1937311,Buy,2025-08-12T09:10:01.125000,WORKING,ASML.AS,CRITICAL
,650.2103080831591,Wellington Management,C20241216_PROD,CLIENT_UPDATE,62689,650.1835026639775,CLIENT_001,0,CLIENT,,,2000000,REC_00000097,1937311,Buy,2025-08-12T09:10:01.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1016296759094,SLICE_00012,2,ALGO_SLICE,ALGO_001,,4172,REC_00000098,4172,Buy,2025-08-12T09:11:25,PENDING,ASML.AS,CRITICAL
,650.1233943635422,,C20241216_PROD,SLICE_UPDATE,2086,650.1016296759094,SLICE_00012,2,ALGO_SLICE,ALGO_001,,4172,REC_00000099,2086,Buy,2025-08-12T09:11:25.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2075091326517,,C20241216_PROD,ALGO_UPDATE,64775,650.1016296759094,ALGO_001,1,ALGO_PARENT,CLIENT_001,22.7,2000000,REC_00000100,1935225,Buy,2025-08-12T09:11:25.075000,WORKING,ASML.AS,CRITICAL
,650.2075091326517,Wellington Management,C20241216_PROD,CLIENT_UPDATE,64775,650.1016296759094,CLIENT_001,0,CLIENT,,,2000000,REC_00000101,1935225,Buy,2025-08-12T09:11:25.080000,WORKING,ASML.AS,
,650.1389951904861,,C20241216_PROD,SLICE_UPDATE,4172,650.1016296759094,SLICE_00012,2,ALGO_SLICE,ALGO_001,,4172,REC_00000102,0,Buy,2025-08-12T09:11:25.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.2053715624187,,C20241216_PROD,ALGO_UPDATE,66861,650.1016296759094,ALGO_001,1,ALGO_PARENT,CLIENT_001,23.4,2000000,REC_00000103,1933139,Buy,2025-08-12T09:11:25.125000,WORKING,ASML.AS,CRITICAL
,650.2053715624187,Wellington Management,C20241216_PROD,CLIENT_UPDATE,66861,650.1016296759094,CLIENT_001,0,CLIENT,,,2000000,REC_00000104,1933139,Buy,2025-08-12T09:11:25.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1128642699341,SLICE_00013,2,ALGO_SLICE,ALGO_001,,5233,REC_00000105,5233,Buy,2025-08-12T09:12:14,PENDING,ASML.AS,CRITICAL
,650.1203843968922,,C20241216_PROD,SLICE_UPDATE,872,650.1128642699341,SLICE_00013,2,ALGO_SLICE,ALGO_001,,5233,REC_00000106,4361,Buy,2025-08-12T09:12:14.020000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2042774309268,,C20241216_PROD,ALGO_UPDATE,67733,650.1128642699341,ALGO_001,1,ALGO_PARENT,CLIENT_001,23.7,2000000,REC_00000107,1932267,Buy,2025-08-12T09:12:14.025000,WORKING,ASML.AS,CRITICAL
,650.2042774309268,Wellington Management,C20241216_PROD,CLIENT_UPDATE,67733,650.1128642699341,CLIENT_001,0,CLIENT,,,2000000,REC_00000108,1932267,Buy,2025-08-12T09:12:14.030000,WORKING,ASML.AS,
,650.1506203753636,,C20241216_PROD,SLICE_UPDATE,3052,650.1128642699341,SLICE_00013,2,ALGO_SLICE,ALGO_001,,5233,REC_00000109,2181,Buy,2025-08-12T09:12:14.070000,PARTIAL,ASML.AS,CRITICAL
VWAP,650.2026043174696,,C20241216_PROD,ALGO_UPDATE,69913,650.1128642699341,ALGO_001,1,ALGO_PARENT,CLIENT_001,24.5,2000000,REC_00000110,1930087,Buy,2025-08-12T09:12:14.075000,WORKING,ASML.AS,CRITICAL
,650.2026043174696,Wellington Management,C20241216_PROD,CLIENT_UPDATE,69913,650.1128642699341,CLIENT_001,0,CLIENT,,,2000000,REC_00000111,1930087,Buy,2025-08-12T09:12:14.080000,WORKING,ASML.AS,
,650.1466116448562,,C20241216_PROD,SLICE_UPDATE,5233,650.1128642699341,SLICE_00013,2,ALGO_SLICE,ALGO_001,,5233,REC_00000112,0,Buy,2025-08-12T09:12:14.120000,FILLED,ASML.AS,CRITICAL
VWAP,650.2009104175755,,C20241216_PROD,ALGO_UPDATE,72094,650.1128642699341,ALGO_001,1,ALGO_PARENT,CLIENT_001,25.2,2000000,REC_00000113,1927906,Buy,2025-08-12T09:12:14.125000,WORKING,ASML.AS,CRITICAL
,650.2009104175755,Wellington Management,C20241216_PROD,CLIENT_UPDATE,72094,650.1128642699341,CLIENT_001,0,CLIENT,,,2000000,REC_00000114,1927906,Buy,2025-08-12T09:12:14.130000,WORKING,ASML.AS,
