component_name,field_number,field_name,field_type,required,component_path
AllocGrp,741,AllocInterestAtMaturity,AMT,N,AllocGrp/NoAllocs
AllocGrp,780,AllocSettlInstType,INT,N,AllocGrp/NoAllocs
AttrbGrp,870,NoInstrAttrib,GROUP,N,AttrbGrp
AttrbGrp,871,InstrAttribType,INT,N,AttrbGrp/NoInstrAttrib
AttrbGrp,872,InstrAttribValue,STRING,N,AttrbGrp/NoInstrAttrib
BidCompReqGrp,420,NoBidComponents,GROUP,N,BidCompReqGrp
BidCompReqGrp,66,ListID,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,54,Side,CHAR,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,336,TradingSessionID,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,625,TradingSessionSubID,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,430,NetGrossInd,INT,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,63,SettlType,CHAR,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,64,SettlDate,LOCALMKTDATE,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,1,Account,STRING,N,BidCompReqGrp/NoBidComponents
BidCompReqGrp,660,AcctIDSource,INT,N,BidCompReqGrp/NoBidComponents
BidCompRspGrp,420,NoBidComponents,GROUP,Y,BidCompRspGrp
BidCompRspGrp,66,ListID,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,421,Country,COUNTRY,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,54,Side,CHAR,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,44,Price,PRICE,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,423,PriceType,INT,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,406,FairValue,AMT,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,430,NetGrossInd,INT,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,63,SettlType,CHAR,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,64,SettlDate,LOCALMKTDATE,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,336,TradingSessionID,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,625,TradingSessionSubID,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,58,Text,STRING,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,354,EncodedTextLen,LENGTH,N,BidCompRspGrp/NoBidComponents
BidCompRspGrp,355,EncodedText,DATA,N,BidCompRspGrp/NoBidComponents
BidDescReqGrp,398,NoBidDescriptors,GROUP,N,BidDescReqGrp
BidDescReqGrp,399,BidDescriptorType,INT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,400,BidDescriptor,STRING,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,401,SideValueInd,INT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,404,LiquidityValue,AMT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,441,LiquidityNumSecurities,INT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,402,LiquidityPctLow,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,403,LiquidityPctHigh,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,405,EFPTrackingError,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,406,FairValue,AMT,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,407,OutsideIndexPct,PERCENTAGE,N,BidDescReqGrp/NoBidDescriptors
BidDescReqGrp,408,ValueOfFutures,AMT,N,BidDescReqGrp/NoBidDescriptors
ClrInstGrp,576,NoClearingInstructions,GROUP,N,ClrInstGrp
ClrInstGrp,577,ClearingInstruction,INT,N,ClrInstGrp/NoClearingInstructions
CollInqQualGrp,938,NoCollInquiryQualifier,GROUP,N,CollInqQualGrp
CollInqQualGrp,896,CollInquiryQualifier,INT,N,CollInqQualGrp/NoCollInquiryQualifier
CommissionData,12,Commission,AMT,N,CommissionData
CommissionData,13,CommType,CHAR,N,CommissionData
CommissionData,479,CommCurrency,CURRENCY,N,CommissionData
CommissionData,497,FundRenewWaiv,CHAR,N,CommissionData
CompIDReqGrp,936,NoCompIDs,GROUP,N,CompIDReqGrp
CompIDReqGrp,930,RefCompID,STRING,N,CompIDReqGrp/NoCompIDs
CompIDReqGrp,931,RefSubID,STRING,N,CompIDReqGrp/NoCompIDs
CompIDReqGrp,283,LocationID,STRING,N,CompIDReqGrp/NoCompIDs
CompIDReqGrp,284,DeskID,STRING,N,CompIDReqGrp/NoCompIDs
CompIDStatGrp,936,NoCompIDs,GROUP,Y,CompIDStatGrp
CompIDStatGrp,930,RefCompID,STRING,N,CompIDStatGrp/NoCompIDs
CompIDStatGrp,931,RefSubID,STRING,N,CompIDStatGrp/NoCompIDs
CompIDStatGrp,283,LocationID,STRING,N,CompIDStatGrp/NoCompIDs
CompIDStatGrp,284,DeskID,STRING,N,CompIDStatGrp/NoCompIDs
CompIDStatGrp,928,StatusValue,INT,N,CompIDStatGrp/NoCompIDs
CompIDStatGrp,929,StatusText,STRING,N,CompIDStatGrp/NoCompIDs
ContAmtGrp,518,NoContAmts,GROUP,N,ContAmtGrp
ContAmtGrp,519,ContAmtType,INT,N,ContAmtGrp/NoContAmts
ContAmtGrp,520,ContAmtValue,FLOAT,N,ContAmtGrp/NoContAmts
ContAmtGrp,521,ContAmtCurr,CURRENCY,N,ContAmtGrp/NoContAmts
ContraGrp,382,NoContraBrokers,GROUP,N,ContraGrp
ContraGrp,375,ContraBroker,STRING,N,ContraGrp/NoContraBrokers
ContraGrp,337,ContraTrader,STRING,N,ContraGrp/NoContraBrokers
ContraGrp,437,ContraTradeQty,QTY,N,ContraGrp/NoContraBrokers
ContraGrp,438,ContraTradeTime,UTCTIMESTAMP,N,ContraGrp/NoContraBrokers
ContraGrp,655,ContraLegRefID,STRING,N,ContraGrp/NoContraBrokers
CpctyConfGrp,862,NoCapacities,GROUP,Y,CpctyConfGrp
CpctyConfGrp,528,OrderCapacity,CHAR,Y,CpctyConfGrp/NoCapacities
CpctyConfGrp,529,OrderRestrictions,MULTIPLEVALUESTRING,N,CpctyConfGrp/NoCapacities
CpctyConfGrp,863,OrderCapacityQty,QTY,Y,CpctyConfGrp/NoCapacities
DiscretionInstructions,388,DiscretionInst,CHAR,N,DiscretionInstructions
DiscretionInstructions,389,DiscretionOffsetValue,FLOAT,N,DiscretionInstructions
DiscretionInstructions,841,DiscretionMoveType,INT,N,DiscretionInstructions
DiscretionInstructions,842,DiscretionOffsetType,INT,N,DiscretionInstructions
DiscretionInstructions,843,DiscretionLimitType,INT,N,DiscretionInstructions
DiscretionInstructions,844,DiscretionRoundDirection,INT,N,DiscretionInstructions
DiscretionInstructions,846,DiscretionScope,INT,N,DiscretionInstructions
DlvyInstGrp,85,NoDlvyInst,GROUP,N,DlvyInstGrp
DlvyInstGrp,165,SettlInstSource,CHAR,N,DlvyInstGrp/NoDlvyInst
DlvyInstGrp,787,DlvyInstType,CHAR,N,DlvyInstGrp/NoDlvyInst
EvntGrp,864,NoEvents,GROUP,N,EvntGrp
EvntGrp,865,EventType,INT,N,EvntGrp/NoEvents
EvntGrp,866,EventDate,LOCALMKTDATE,N,EvntGrp/NoEvents
EvntGrp,867,EventPx,PRICE,N,EvntGrp/NoEvents
EvntGrp,868,EventText,STRING,N,EvntGrp/NoEvents
ExecAllocGrp,124,NoExecs,GROUP,N,ExecAllocGrp
ExecAllocGrp,32,LastQty,QTY,N,ExecAllocGrp/NoExecs
ExecAllocGrp,17,ExecID,STRING,N,ExecAllocGrp/NoExecs
ExecAllocGrp,527,SecondaryExecID,STRING,N,ExecAllocGrp/NoExecs
ExecAllocGrp,31,LastPx,PRICE,N,ExecAllocGrp/NoExecs
ExecAllocGrp,669,LastParPx,PRICE,N,ExecAllocGrp/NoExecs
ExecAllocGrp,29,LastCapacity,CHAR,N,ExecAllocGrp/NoExecs
ExecCollGrp,124,NoExecs,GROUP,N,ExecCollGrp
ExecCollGrp,17,ExecID,STRING,N,ExecCollGrp/NoExecs
ExecsGrp,124,NoExecs,GROUP,N,ExecsGrp
ExecsGrp,17,ExecID,STRING,N,ExecsGrp/NoExecs
FinancingDetails,913,AgreementDesc,STRING,N,FinancingDetails
FinancingDetails,914,AgreementID,STRING,N,FinancingDetails
FinancingDetails,915,AgreementDate,LOCALMKTDATE,N,FinancingDetails
FinancingDetails,918,AgreementCurrency,CURRENCY,N,FinancingDetails
FinancingDetails,788,TerminationType,INT,N,FinancingDetails
FinancingDetails,916,StartDate,LOCALMKTDATE,N,FinancingDetails
FinancingDetails,917,EndDate,LOCALMKTDATE,N,FinancingDetails
FinancingDetails,919,DeliveryType,INT,N,FinancingDetails
FinancingDetails,898,MarginRatio,PERCENTAGE,N,FinancingDetails
Header,8,BeginString,STRING,Y,Header
Header,9,BodyLength,LENGTH,Y,Header
Header,35,MsgType,STRING,Y,Header
Header,49,SenderCompID,STRING,Y,Header
Header,56,TargetCompID,STRING,Y,Header
Header,115,OnBehalfOfCompID,STRING,N,Header
Header,128,DeliverToCompID,STRING,N,Header
Header,90,SecureDataLen,LENGTH,N,Header
Header,91,SecureData,DATA,N,Header
Header,34,MsgSeqNum,SEQNUM,Y,Header
Header,50,SenderSubID,STRING,N,Header
Header,142,SenderLocationID,STRING,N,Header
Header,57,TargetSubID,STRING,N,Header
Header,143,TargetLocationID,STRING,N,Header
Header,116,OnBehalfOfSubID,STRING,N,Header
Header,144,OnBehalfOfLocationID,STRING,N,Header
Header,129,DeliverToSubID,STRING,N,Header
Header,145,DeliverToLocationID,STRING,N,Header
Header,43,PossDupFlag,BOOLEAN,N,Header
Header,97,PossResend,BOOLEAN,N,Header
Header,52,SendingTime,UTCTIMESTAMP,Y,Header
Header,122,OrigSendingTime,UTCTIMESTAMP,N,Header
Header,212,XmlDataLen,LENGTH,N,Header
Header,213,XmlData,DATA,N,Header
Header,347,MessageEncoding,STRING,N,Header
Header,369,LastMsgSeqNumProcessed,SEQNUM,N,Header
Header,627,NoHops,GROUP,N,Header
Header,628,HopCompID,STRING,N,Header/NoHops
Header,629,HopSendingTime,UTCTIMESTAMP,N,Header/NoHops
Header,630,HopRefID,SEQNUM,N,Header/NoHops
Hop,627,NoHops,GROUP,N,Hop
Hop,628,HopCompID,STRING,N,Hop/NoHops
Hop,629,HopSendingTime,UTCTIMESTAMP,N,Hop/NoHops
Hop,630,HopRefID,SEQNUM,N,Hop/NoHops
IOIQualGrp,199,NoIOIQualifiers,GROUP,N,IOIQualGrp
IOIQualGrp,104,IOIQualifier,CHAR,N,IOIQualGrp/NoIOIQualifiers
InstrmtGrp,146,NoRelatedSym,GROUP,N,InstrmtGrp
InstrmtLegExecGrp,555,NoLegs,GROUP,N,InstrmtLegExecGrp
InstrmtLegExecGrp,687,LegQty,QTY,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,690,LegSwapType,INT,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,564,LegPositionEffect,CHAR,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,565,LegCoveredOrUncovered,INT,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,654,LegRefID,STRING,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,566,LegPrice,PRICE,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,587,LegSettlType,CHAR,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,588,LegSettlDate,LOCALMKTDATE,N,InstrmtLegExecGrp/NoLegs
InstrmtLegExecGrp,637,LegLastPx,PRICE,N,InstrmtLegExecGrp/NoLegs
InstrmtLegGrp,555,NoLegs,GROUP,N,InstrmtLegGrp
InstrmtLegIOIGrp,555,NoLegs,GROUP,N,InstrmtLegIOIGrp
InstrmtLegIOIGrp,682,LegIOIQty,STRING,N,InstrmtLegIOIGrp/NoLegs
InstrmtLegSecListGrp,555,NoLegs,GROUP,N,InstrmtLegSecListGrp
InstrmtLegSecListGrp,690,LegSwapType,INT,N,InstrmtLegSecListGrp/NoLegs
InstrmtLegSecListGrp,587,LegSettlType,CHAR,N,InstrmtLegSecListGrp/NoLegs
InstrmtMDReqGrp,146,NoRelatedSym,GROUP,Y,InstrmtMDReqGrp
InstrmtStrkPxGrp,428,NoStrikes,GROUP,Y,InstrmtStrkPxGrp
Instrument,55,Symbol,STRING,N,Instrument
Instrument,65,SymbolSfx,STRING,N,Instrument
Instrument,48,SecurityID,STRING,N,Instrument
Instrument,22,SecurityIDSource,STRING,N,Instrument
Instrument,454,NoSecurityAltID,GROUP,N,Instrument/SecAltIDGrp
Instrument,455,SecurityAltID,STRING,N,Instrument/SecAltIDGrp/NoSecurityAltID
Instrument,456,SecurityAltIDSource,STRING,N,Instrument/SecAltIDGrp/NoSecurityAltID
Instrument,460,Product,INT,N,Instrument
Instrument,461,CFICode,STRING,N,Instrument
Instrument,167,SecurityType,STRING,N,Instrument
Instrument,762,SecuritySubType,STRING,N,Instrument
Instrument,200,MaturityMonthYear,MONTHYEAR,N,Instrument
Instrument,541,MaturityDate,LOCALMKTDATE,N,Instrument
Instrument,201,PutOrCall,INT,N,Instrument
Instrument,224,CouponPaymentDate,LOCALMKTDATE,N,Instrument
Instrument,225,IssueDate,LOCALMKTDATE,N,Instrument
Instrument,239,RepoCollateralSecurityType,STRING,N,Instrument
Instrument,226,RepurchaseTerm,INT,N,Instrument
Instrument,227,RepurchaseRate,PERCENTAGE,N,Instrument
Instrument,228,Factor,FLOAT,N,Instrument
Instrument,255,CreditRating,STRING,N,Instrument
Instrument,543,InstrRegistry,STRING,N,Instrument
Instrument,470,CountryOfIssue,COUNTRY,N,Instrument
Instrument,471,StateOrProvinceOfIssue,STRING,N,Instrument
Instrument,472,LocaleOfIssue,STRING,N,Instrument
Instrument,240,RedemptionDate,LOCALMKTDATE,N,Instrument
Instrument,202,StrikePrice,PRICE,N,Instrument
Instrument,947,StrikeCurrency,CURRENCY,N,Instrument
Instrument,206,OptAttribute,CHAR,N,Instrument
Instrument,231,ContractMultiplier,FLOAT,N,Instrument
Instrument,223,CouponRate,PERCENTAGE,N,Instrument
Instrument,207,SecurityExchange,EXCHANGE,N,Instrument
Instrument,106,Issuer,STRING,N,Instrument
Instrument,348,EncodedIssuerLen,LENGTH,N,Instrument
Instrument,349,EncodedIssuer,DATA,N,Instrument
Instrument,107,SecurityDesc,STRING,N,Instrument
Instrument,350,EncodedSecurityDescLen,LENGTH,N,Instrument
Instrument,351,EncodedSecurityDesc,DATA,N,Instrument
Instrument,691,Pool,STRING,N,Instrument
Instrument,667,ContractSettlMonth,MONTHYEAR,N,Instrument
Instrument,875,CPProgram,INT,N,Instrument
Instrument,876,CPRegType,STRING,N,Instrument
Instrument,864,NoEvents,GROUP,N,Instrument/EvntGrp
Instrument,865,EventType,INT,N,Instrument/EvntGrp/NoEvents
Instrument,866,EventDate,LOCALMKTDATE,N,Instrument/EvntGrp/NoEvents
Instrument,867,EventPx,PRICE,N,Instrument/EvntGrp/NoEvents
Instrument,868,EventText,STRING,N,Instrument/EvntGrp/NoEvents
Instrument,873,DatedDate,LOCALMKTDATE,N,Instrument
Instrument,874,InterestAccrualDate,LOCALMKTDATE,N,Instrument
InstrumentExtension,668,DeliveryForm,INT,N,InstrumentExtension
InstrumentExtension,869,PctAtRisk,PERCENTAGE,N,InstrumentExtension
InstrumentExtension,870,NoInstrAttrib,GROUP,N,InstrumentExtension/AttrbGrp
InstrumentExtension,871,InstrAttribType,INT,N,InstrumentExtension/AttrbGrp/NoInstrAttrib
InstrumentExtension,872,InstrAttribValue,STRING,N,InstrumentExtension/AttrbGrp/NoInstrAttrib
InstrumentLeg,600,LegSymbol,STRING,N,InstrumentLeg
InstrumentLeg,601,LegSymbolSfx,STRING,N,InstrumentLeg
InstrumentLeg,602,LegSecurityID,STRING,N,InstrumentLeg
InstrumentLeg,603,LegSecurityIDSource,STRING,N,InstrumentLeg
InstrumentLeg,604,NoLegSecurityAltID,GROUP,N,InstrumentLeg/LegSecAltIDGrp
InstrumentLeg,605,LegSecurityAltID,STRING,N,InstrumentLeg/LegSecAltIDGrp/NoLegSecurityAltID
InstrumentLeg,606,LegSecurityAltIDSource,STRING,N,InstrumentLeg/LegSecAltIDGrp/NoLegSecurityAltID
InstrumentLeg,607,LegProduct,INT,N,InstrumentLeg
InstrumentLeg,608,LegCFICode,STRING,N,InstrumentLeg
InstrumentLeg,609,LegSecurityType,STRING,N,InstrumentLeg
InstrumentLeg,764,LegSecuritySubType,STRING,N,InstrumentLeg
InstrumentLeg,610,LegMaturityMonthYear,MONTHYEAR,N,InstrumentLeg
InstrumentLeg,611,LegMaturityDate,LOCALMKTDATE,N,InstrumentLeg
InstrumentLeg,248,LegCouponPaymentDate,LOCALMKTDATE,N,InstrumentLeg
InstrumentLeg,249,LegIssueDate,LOCALMKTDATE,N,InstrumentLeg
InstrumentLeg,250,LegRepoCollateralSecurityType,STRING,N,InstrumentLeg
InstrumentLeg,251,LegRepurchaseTerm,INT,N,InstrumentLeg
InstrumentLeg,252,LegRepurchaseRate,PERCENTAGE,N,InstrumentLeg
InstrumentLeg,253,LegFactor,FLOAT,N,InstrumentLeg
InstrumentLeg,257,LegCreditRating,STRING,N,InstrumentLeg
InstrumentLeg,599,LegInstrRegistry,STRING,N,InstrumentLeg
InstrumentLeg,596,LegCountryOfIssue,COUNTRY,N,InstrumentLeg
InstrumentLeg,597,LegStateOrProvinceOfIssue,STRING,N,InstrumentLeg
InstrumentLeg,598,LegLocaleOfIssue,STRING,N,InstrumentLeg
InstrumentLeg,254,LegRedemptionDate,LOCALMKTDATE,N,InstrumentLeg
InstrumentLeg,612,LegStrikePrice,PRICE,N,InstrumentLeg
InstrumentLeg,942,LegStrikeCurrency,CURRENCY,N,InstrumentLeg
InstrumentLeg,613,LegOptAttribute,CHAR,N,InstrumentLeg
InstrumentLeg,614,LegContractMultiplier,FLOAT,N,InstrumentLeg
InstrumentLeg,615,LegCouponRate,PERCENTAGE,N,InstrumentLeg
InstrumentLeg,616,LegSecurityExchange,EXCHANGE,N,InstrumentLeg
InstrumentLeg,617,LegIssuer,STRING,N,InstrumentLeg
InstrumentLeg,618,EncodedLegIssuerLen,LENGTH,N,InstrumentLeg
InstrumentLeg,619,EncodedLegIssuer,DATA,N,InstrumentLeg
InstrumentLeg,620,LegSecurityDesc,STRING,N,InstrumentLeg
InstrumentLeg,621,EncodedLegSecurityDescLen,LENGTH,N,InstrumentLeg
InstrumentLeg,622,EncodedLegSecurityDesc,DATA,N,InstrumentLeg
InstrumentLeg,623,LegRatioQty,FLOAT,N,InstrumentLeg
InstrumentLeg,624,LegSide,CHAR,N,InstrumentLeg
InstrumentLeg,556,LegCurrency,CURRENCY,N,InstrumentLeg
InstrumentLeg,740,LegPool,STRING,N,InstrumentLeg
InstrumentLeg,739,LegDatedDate,LOCALMKTDATE,N,InstrumentLeg
InstrumentLeg,955,LegContractSettlMonth,MONTHYEAR,N,InstrumentLeg
InstrumentLeg,956,LegInterestAccrualDate,LOCALMKTDATE,N,InstrumentLeg
LegBenchmarkCurveData,676,LegBenchmarkCurveCurrency,CURRENCY,N,LegBenchmarkCurveData
LegBenchmarkCurveData,677,LegBenchmarkCurveName,STRING,N,LegBenchmarkCurveData
LegBenchmarkCurveData,678,LegBenchmarkCurvePoint,STRING,N,LegBenchmarkCurveData
LegBenchmarkCurveData,679,LegBenchmarkPrice,PRICE,N,LegBenchmarkCurveData
LegBenchmarkCurveData,680,LegBenchmarkPriceType,INT,N,LegBenchmarkCurveData
LegOrdGrp,555,NoLegs,GROUP,Y,LegOrdGrp
LegOrdGrp,687,LegQty,QTY,N,LegOrdGrp/NoLegs
LegOrdGrp,690,LegSwapType,INT,N,LegOrdGrp/NoLegs
LegOrdGrp,564,LegPositionEffect,CHAR,N,LegOrdGrp/NoLegs
LegOrdGrp,565,LegCoveredOrUncovered,INT,N,LegOrdGrp/NoLegs
LegOrdGrp,654,LegRefID,STRING,N,LegOrdGrp/NoLegs
LegOrdGrp,566,LegPrice,PRICE,N,LegOrdGrp/NoLegs
LegOrdGrp,587,LegSettlType,CHAR,N,LegOrdGrp/NoLegs
LegOrdGrp,588,LegSettlDate,LOCALMKTDATE,N,LegOrdGrp/NoLegs
LegPreAllocGrp,670,NoLegAllocs,GROUP,N,LegPreAllocGrp
LegPreAllocGrp,671,LegAllocAccount,STRING,N,LegPreAllocGrp/NoLegAllocs
LegPreAllocGrp,672,LegIndividualAllocID,STRING,N,LegPreAllocGrp/NoLegAllocs
LegPreAllocGrp,673,LegAllocQty,QTY,N,LegPreAllocGrp/NoLegAllocs
LegPreAllocGrp,674,LegAllocAcctIDSource,STRING,N,LegPreAllocGrp/NoLegAllocs
LegPreAllocGrp,675,LegSettlCurrency,CURRENCY,N,LegPreAllocGrp/NoLegAllocs
LegQuotGrp,555,NoLegs,GROUP,N,LegQuotGrp
LegQuotGrp,687,LegQty,QTY,N,LegQuotGrp/NoLegs
LegQuotGrp,690,LegSwapType,INT,N,LegQuotGrp/NoLegs
LegQuotGrp,587,LegSettlType,CHAR,N,LegQuotGrp/NoLegs
LegQuotGrp,588,LegSettlDate,LOCALMKTDATE,N,LegQuotGrp/NoLegs
LegQuotGrp,686,LegPriceType,INT,N,LegQuotGrp/NoLegs
LegQuotGrp,681,LegBidPx,PRICE,N,LegQuotGrp/NoLegs
LegQuotGrp,684,LegOfferPx,PRICE,N,LegQuotGrp/NoLegs
LegQuotStatGrp,555,NoLegs,GROUP,N,LegQuotStatGrp
LegQuotStatGrp,687,LegQty,QTY,N,LegQuotStatGrp/NoLegs
LegQuotStatGrp,690,LegSwapType,INT,N,LegQuotStatGrp/NoLegs
LegQuotStatGrp,587,LegSettlType,CHAR,N,LegQuotStatGrp/NoLegs
LegQuotStatGrp,588,LegSettlDate,LOCALMKTDATE,N,LegQuotStatGrp/NoLegs
LegSecAltIDGrp,604,NoLegSecurityAltID,GROUP,N,LegSecAltIDGrp
LegSecAltIDGrp,605,LegSecurityAltID,STRING,N,LegSecAltIDGrp/NoLegSecurityAltID
LegSecAltIDGrp,606,LegSecurityAltIDSource,STRING,N,LegSecAltIDGrp/NoLegSecurityAltID
LegStipulations,683,NoLegStipulations,GROUP,N,LegStipulations
LegStipulations,688,LegStipulationType,STRING,N,LegStipulations/NoLegStipulations
LegStipulations,689,LegStipulationValue,STRING,N,LegStipulations/NoLegStipulations
LinesOfTextGrp,33,NoLinesOfText,GROUP,Y,LinesOfTextGrp
LinesOfTextGrp,58,Text,STRING,Y,LinesOfTextGrp/NoLinesOfText
LinesOfTextGrp,354,EncodedTextLen,LENGTH,N,LinesOfTextGrp/NoLinesOfText
LinesOfTextGrp,355,EncodedText,DATA,N,LinesOfTextGrp/NoLinesOfText
ListOrdGrp,73,NoOrders,GROUP,Y,ListOrdGrp
ListOrdGrp,11,ClOrdID,STRING,Y,ListOrdGrp/NoOrders
ListOrdGrp,526,SecondaryClOrdID,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,67,ListSeqNo,INT,Y,ListOrdGrp/NoOrders
ListOrdGrp,583,ClOrdLinkID,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,160,SettlInstMode,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,229,TradeOriginationDate,LOCALMKTDATE,N,ListOrdGrp/NoOrders
ListOrdGrp,75,TradeDate,LOCALMKTDATE,N,ListOrdGrp/NoOrders
ListOrdGrp,1,Account,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,660,AcctIDSource,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,581,AccountType,INT,N,ListOrdGrp/NoOrders
ListOrdGrp,589,DayBookingInst,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,590,BookingUnit,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,70,AllocID,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,591,PreallocMethod,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,63,SettlType,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,64,SettlDate,LOCALMKTDATE,N,ListOrdGrp/NoOrders
ListOrdGrp,544,CashMargin,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,635,ClearingFeeIndicator,STRING,N,ListOrdGrp/NoOrders
ListOrdGrp,21,HandlInst,CHAR,N,ListOrdGrp/NoOrders
ListOrdGrp,18,ExecInst,MULTIPLEVALUESTRING,N,ListOrdGrp/NoOrders
ListOrdGrp,110,MinQty,QTY,N,ListOrdGrp/NoOrders
ListOrdGrp,111,MaxFloor,QTY,N,ListOrdGrp/NoOrders
ListOrdGrp,100,ExDestination,EXCHANGE,N,ListOrdGrp/NoOrders
