algo_strategy,average_price,client_name,client_order_id,event_type,filled_quantity,market_price,order_id,order_level,order_type,parent_order_id,participation_pct,quantity,record_id,remaining_quantity,side,snapshot_time,state,ticker,urgency
,650.133673358626,Wellington Management,C20241216_PROD,CLIENT_UPDATE,10846,650.1585755932158,CLIENT_001,0,CLIENT,,,2000000,REC_00000036,1989154,Buy,2025-08-12T09:03:07.030000,WORKING,ASML.AS,
,650.1758360465095,,C20241216_PROD,SLICE_UPDATE,2224,650.1585755932158,SLICE_00004,2,ALGO_SLICE,ALGO_001,,3337,REC_00000037,1113,Buy,2025-08-12T09:03:07.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1375941571648,,C20241216_PROD,ALGO_UPDATE,11958,650.1585755932158,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.8,2000000,REC_00000038,1988042,Buy,2025-08-12T09:03:07.075000,WORKING,ASML.AS,URGENT
,650.1375941571648,Wellington Management,C20241216_PROD,CLIENT_UPDATE,11958,650.1585755932158,CLIENT_001,0,CLIENT,,,2000000,REC_00000039,1988042,Buy,2025-08-12T09:03:07.080000,WORKING,ASML.AS,
,650.177308340445,,C20241216_PROD,SLICE_UPDATE,3337,650.1585755932158,SLICE_00004,2,ALGO_SLICE,ALGO_001,,3337,REC_00000040,0,Buy,2025-08-12T09:03:07.120000,FILLED,ASML.AS,URGENT
VWAP,650.140975833088,,C20241216_PROD,ALGO_UPDATE,13071,650.1585755932158,ALGO_001,1,ALGO_PARENT,CLIENT_001,6.3,2000000,REC_00000041,1986929,Buy,2025-08-12T09:03:07.125000,WORKING,ASML.AS,URGENT
,650.140975833088,Wellington Management,C20241216_PROD,CLIENT_UPDATE,13071,650.1585755932158,CLIENT_001,0,CLIENT,,,2000000,REC_00000042,1986929,Buy,2025-08-12T09:03:07.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1151954026934,SLICE_00005,2,ALGO_SLICE,ALGO_001,,3353,REC_00000043,3353,Buy,2025-08-12T09:04:13,PENDING,ASML.AS,URGENT
,650.1328764197368,,C20241216_PROD,SLICE_UPDATE,1117,650.1151954026934,SLICE_00005,2,ALGO_SLICE,ALGO_001,,3353,REC_00000044,2236,Buy,2025-08-12T09:04:13.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.1403381783999,,C20241216_PROD,ALGO_UPDATE,14188,650.1151954026934,ALGO_001,1,ALGO_PARENT,CLIENT_001,2.3,2000000,REC_00000045,1985812,Buy,2025-08-12T09:04:13.025000,WORKING,ASML.AS,URGENT
,650.1403381783999,Wellington Management,C20241216_PROD,CLIENT_UPDATE,14188,650.1151954026934,CLIENT_001,0,CLIENT,,,2000000,REC_00000046,1985812,Buy,2025-08-12T09:04:13.030000,WORKING,ASML.AS,
,650.1341428384881,,C20241216_PROD,SLICE_UPDATE,2235,650.1151954026934,SLICE_00005,2,ALGO_SLICE,ALGO_001,,3353,REC_00000047,1118,Buy,2025-08-12T09:04:13.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1398856506316,,C20241216_PROD,ALGO_UPDATE,15306,650.1151954026934,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.5,2000000,REC_00000048,1984694,Buy,2025-08-12T09:04:13.075000,WORKING,ASML.AS,URGENT
,650.1398856506316,Wellington Management,C20241216_PROD,CLIENT_UPDATE,15306,650.1151954026934,CLIENT_001,0,CLIENT,,,2000000,REC_00000049,1984694,Buy,2025-08-12T09:04:13.080000,WORKING,ASML.AS,
,650.1252504727927,,C20241216_PROD,SLICE_UPDATE,3353,650.1151954026934,SLICE_00005,2,ALGO_SLICE,ALGO_001,,3353,REC_00000050,0,Buy,2025-08-12T09:04:13.120000,FILLED,ASML.AS,URGENT
VWAP,650.1388894177514,,C20241216_PROD,ALGO_UPDATE,16424,650.1151954026934,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.0,2000000,REC_00000051,1983576,Buy,2025-08-12T09:04:13.125000,WORKING,ASML.AS,URGENT
,650.1388894177514,Wellington Management,C20241216_PROD,CLIENT_UPDATE,16424,650.1151954026934,CLIENT_001,0,CLIENT,,,2000000,REC_00000052,1983576,Buy,2025-08-12T09:04:13.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1776697622328,SLICE_00006,2,ALGO_SLICE,ALGO_001,,3669,REC_00000053,3669,Buy,2025-08-12T09:05:25,PENDING,ASML.AS,URGENT
,650.1973920101756,,C20241216_PROD,SLICE_UPDATE,1223,650.1776697622328,SLICE_00006,2,ALGO_SLICE,ALGO_001,,3669,REC_00000054,2446,Buy,2025-08-12T09:05:25.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.1429438559298,,C20241216_PROD,ALGO_UPDATE,17647,650.1776697622328,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.5,2000000,REC_00000055,1982353,Buy,2025-08-12T09:05:25.025000,WORKING,ASML.AS,URGENT
,650.1429438559298,Wellington Management,C20241216_PROD,CLIENT_UPDATE,17647,650.1776697622328,CLIENT_001,0,CLIENT,,,2000000,REC_00000056,1982353,Buy,2025-08-12T09:05:25.030000,WORKING,ASML.AS,
,650.1962530771366,,C20241216_PROD,SLICE_UPDATE,2446,650.1776697622328,SLICE_00006,2,ALGO_SLICE,ALGO_001,,3669,REC_00000057,1223,Buy,2025-08-12T09:05:25.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1463989262816,,C20241216_PROD,ALGO_UPDATE,18870,650.1776697622328,ALGO_001,1,ALGO_PARENT,CLIENT_001,2.6,2000000,REC_00000058,1981130,Buy,2025-08-12T09:05:25.075000,WORKING,ASML.AS,URGENT
,650.1463989262816,Wellington Management,C20241216_PROD,CLIENT_UPDATE,18870,650.1776697622328,CLIENT_001,0,CLIENT,,,2000000,REC_00000059,1981130,Buy,2025-08-12T09:05:25.080000,WORKING,ASML.AS,
,650.193238727841,,C20241216_PROD,SLICE_UPDATE,3669,650.1776697622328,SLICE_00006,2,ALGO_SLICE,ALGO_001,,3669,REC_00000060,0,Buy,2025-08-12T09:05:25.120000,FILLED,ASML.AS,URGENT
VWAP,650.1492499230121,,C20241216_PROD,ALGO_UPDATE,20093,650.1776697622328,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.7,2000000,REC_00000061,1979907,Buy,2025-08-12T09:05:25.125000,WORKING,ASML.AS,URGENT
,650.1492499230121,Wellington Management,C20241216_PROD,CLIENT_UPDATE,20093,650.1776697622328,CLIENT_001,0,CLIENT,,,2000000,REC_00000062,1979907,Buy,2025-08-12T09:05:25.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1674957100122,SLICE_00007,2,ALGO_SLICE,ALGO_001,,3413,REC_00000063,3413,Buy,2025-08-12T09:06:21,PENDING,ASML.AS,URGENT
,650.1842246544171,,C20241216_PROD,SLICE_UPDATE,1137,650.1674957100122,SLICE_00007,2,ALGO_SLICE,ALGO_001,,3413,REC_00000064,2276,Buy,2025-08-12T09:06:21.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.1511230398094,,C20241216_PROD,ALGO_UPDATE,21230,650.1674957100122,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.1,2000000,REC_00000065,1978770,Buy,2025-08-12T09:06:21.025000,WORKING,ASML.AS,URGENT
,650.1511230398094,Wellington Management,C20241216_PROD,CLIENT_UPDATE,21230,650.1674957100122,CLIENT_001,0,CLIENT,,,2000000,REC_00000066,1978770,Buy,2025-08-12T09:06:21.030000,WORKING,ASML.AS,
,650.1874891547578,,C20241216_PROD,SLICE_UPDATE,2275,650.1674957100122,SLICE_00007,2,ALGO_SLICE,ALGO_001,,3413,REC_00000067,1138,Buy,2025-08-12T09:06:21.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1529732114301,,C20241216_PROD,ALGO_UPDATE,22368,650.1674957100122,ALGO_001,1,ALGO_PARENT,CLIENT_001,2.7,2000000,REC_00000068,1977632,Buy,2025-08-12T09:06:21.075000,WORKING,ASML.AS,URGENT
,650.1529732114301,Wellington Management,C20241216_PROD,CLIENT_UPDATE,22368,650.1674957100122,CLIENT_001,0,CLIENT,,,2000000,REC_00000069,1977632,Buy,2025-08-12T09:06:21.080000,WORKING,ASML.AS,
,650.1809298517134,,C20241216_PROD,SLICE_UPDATE,3413,650.1674957100122,SLICE_00007,2,ALGO_SLICE,ALGO_001,,3413,REC_00000070,0,Buy,2025-08-12T09:06:21.120000,FILLED,ASML.AS,URGENT
VWAP,650.1543266810397,,C20241216_PROD,ALGO_UPDATE,23506,650.1674957100122,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.6,2000000,REC_00000071,1976494,Buy,2025-08-12T09:06:21.125000,WORKING,ASML.AS,URGENT
,650.1543266810397,Wellington Management,C20241216_PROD,CLIENT_UPDATE,23506,650.1674957100122,CLIENT_001,0,CLIENT,,,2000000,REC_00000072,1976494,Buy,2025-08-12T09:06:21.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.214309571375,SLICE_00008,2,ALGO_SLICE,ALGO_001,,2699,REC_00000073,2699,Buy,2025-08-12T09:07:03,PENDING,ASML.AS,URGENT
,650.2286680644512,,C20241216_PROD,SLICE_UPDATE,899,650.214309571375,SLICE_00008,2,ALGO_SLICE,ALGO_001,,2699,REC_00000074,1800,Buy,2025-08-12T09:07:03.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.157065173303,,C20241216_PROD,ALGO_UPDATE,24405,650.214309571375,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.1,2000000,REC_00000075,1975595,Buy,2025-08-12T09:07:03.025000,WORKING,ASML.AS,URGENT
,650.157065173303,Wellington Management,C20241216_PROD,CLIENT_UPDATE,24405,650.214309571375,CLIENT_001,0,CLIENT,,,2000000,REC_00000076,1975595,Buy,2025-08-12T09:07:03.030000,WORKING,ASML.AS,
,650.2318636980759,,C20241216_PROD,SLICE_UPDATE,1799,650.214309571375,SLICE_00008,2,ALGO_SLICE,ALGO_001,,2699,REC_00000077,900,Buy,2025-08-12T09:07:03.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1597254646405,,C20241216_PROD,ALGO_UPDATE,25305,650.214309571375,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.3,2000000,REC_00000078,1974695,Buy,2025-08-12T09:07:03.075000,WORKING,ASML.AS,URGENT
,650.1597254646405,Wellington Management,C20241216_PROD,CLIENT_UPDATE,25305,650.214309571375,CLIENT_001,0,CLIENT,,,2000000,REC_00000079,1974695,Buy,2025-08-12T09:07:03.080000,WORKING,ASML.AS,
,650.2176136625277,,C20241216_PROD,SLICE_UPDATE,2249,650.214309571375,SLICE_00008,2,ALGO_SLICE,ALGO_001,,2699,REC_00000080,450,Buy,2025-08-12T09:07:03.120000,PARTIAL,ASML.AS,URGENT
VWAP,650.1607369066537,,C20241216_PROD,ALGO_UPDATE,25755,650.214309571375,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.1,2000000,REC_00000081,1974245,Buy,2025-08-12T09:07:03.125000,WORKING,ASML.AS,URGENT
,650.1607369066537,Wellington Management,C20241216_PROD,CLIENT_UPDATE,25755,650.214309571375,CLIENT_001,0,CLIENT,,,2000000,REC_00000082,1974245,Buy,2025-08-12T09:07:03.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1806511107492,SLICE_00009,2,ALGO_SLICE,ALGO_001,,3657,REC_00000083,3657,Buy,2025-08-12T09:08:08,PENDING,ASML.AS,URGENT
,650.1912807107029,,C20241216_PROD,SLICE_UPDATE,1219,650.1806511107492,SLICE_00009,2,ALGO_SLICE,ALGO_001,,3657,REC_00000084,2438,Buy,2025-08-12T09:08:08.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.1621172320462,,C20241216_PROD,ALGO_UPDATE,26974,650.1806511107492,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.4,2000000,REC_00000085,1973026,Buy,2025-08-12T09:08:08.025000,WORKING,ASML.AS,URGENT
,650.1621172320462,Wellington Management,C20241216_PROD,CLIENT_UPDATE,26974,650.1806511107492,CLIENT_001,0,CLIENT,,,2000000,REC_00000086,1973026,Buy,2025-08-12T09:08:08.030000,WORKING,ASML.AS,
,650.1955620979176,,C20241216_PROD,SLICE_UPDATE,2438,650.1806511107492,SLICE_00009,2,ALGO_SLICE,ALGO_001,,3657,REC_00000087,1219,Buy,2025-08-12T09:08:08.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1635633105585,,C20241216_PROD,ALGO_UPDATE,28193,650.1806511107492,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.2,2000000,REC_00000088,1971807,Buy,2025-08-12T09:08:08.075000,WORKING,ASML.AS,URGENT
,650.1635633105585,Wellington Management,C20241216_PROD,CLIENT_UPDATE,28193,650.1806511107492,CLIENT_001,0,CLIENT,,,2000000,REC_00000089,1971807,Buy,2025-08-12T09:08:08.080000,WORKING,ASML.AS,
,650.1982818667665,,C20241216_PROD,SLICE_UPDATE,3657,650.1806511107492,SLICE_00009,2,ALGO_SLICE,ALGO_001,,3657,REC_00000090,0,Buy,2025-08-12T09:08:08.120000,FILLED,ASML.AS,URGENT
VWAP,650.1650022443278,,C20241216_PROD,ALGO_UPDATE,29412,650.1806511107492,ALGO_001,1,ALGO_PARENT,CLIENT_001,5.2,2000000,REC_00000091,1970588,Buy,2025-08-12T09:08:08.125000,WORKING,ASML.AS,URGENT
,650.1650022443278,Wellington Management,C20241216_PROD,CLIENT_UPDATE,29412,650.1806511107492,CLIENT_001,0,CLIENT,,,2000000,REC_00000092,1970588,Buy,2025-08-12T09:08:08.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.1550822006103,SLICE_00010,2,ALGO_SLICE,ALGO_001,,2949,REC_00000093,2949,Buy,2025-08-12T09:09:01,PENDING,ASML.AS,URGENT
,650.1733420086093,,C20241216_PROD,SLICE_UPDATE,983,650.1550822006103,SLICE_00010,2,ALGO_SLICE,ALGO_001,,2949,REC_00000094,1966,Buy,2025-08-12T09:09:01.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.1652719593561,,C20241216_PROD,ALGO_UPDATE,30395,650.1550822006103,ALGO_001,1,ALGO_PARENT,CLIENT_001,2.2,2000000,REC_00000095,1969605,Buy,2025-08-12T09:09:01.025000,WORKING,ASML.AS,URGENT
,650.1652719593561,Wellington Management,C20241216_PROD,CLIENT_UPDATE,30395,650.1550822006103,CLIENT_001,0,CLIENT,,,2000000,REC_00000096,1969605,Buy,2025-08-12T09:09:01.030000,WORKING,ASML.AS,
,650.1652796624996,,C20241216_PROD,SLICE_UPDATE,1966,650.1550822006103,SLICE_00010,2,ALGO_SLICE,ALGO_001,,2949,REC_00000097,983,Buy,2025-08-12T09:09:01.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1652722006778,,C20241216_PROD,ALGO_UPDATE,31378,650.1550822006103,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.7,2000000,REC_00000098,1968622,Buy,2025-08-12T09:09:01.075000,WORKING,ASML.AS,URGENT
,650.1652722006778,Wellington Management,C20241216_PROD,CLIENT_UPDATE,31378,650.1550822006103,CLIENT_001,0,CLIENT,,,2000000,REC_00000099,1968622,Buy,2025-08-12T09:09:01.080000,WORKING,ASML.AS,
,650.17337236503,,C20241216_PROD,SLICE_UPDATE,2949,650.1550822006103,SLICE_00010,2,ALGO_SLICE,ALGO_001,,2949,REC_00000100,0,Buy,2025-08-12T09:09:01.120000,FILLED,ASML.AS,URGENT
VWAP,650.1655182518368,,C20241216_PROD,ALGO_UPDATE,32361,650.1550822006103,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.9,2000000,REC_00000101,1967639,Buy,2025-08-12T09:09:01.125000,WORKING,ASML.AS,URGENT
,650.1655182518368,Wellington Management,C20241216_PROD,CLIENT_UPDATE,32361,650.1550822006103,CLIENT_001,0,CLIENT,,,2000000,REC_00000102,1967639,Buy,2025-08-12T09:09:01.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.0934111167314,SLICE_00011,2,ALGO_SLICE,ALGO_001,,3670,REC_00000103,3670,Buy,2025-08-12T09:10:02,PENDING,ASML.AS,URGENT
,650.1120221623667,,C20241216_PROD,SLICE_UPDATE,1223,650.0934111167314,SLICE_00011,2,ALGO_SLICE,ALGO_001,,3670,REC_00000104,2447,Buy,2025-08-12T09:10:02.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.163570130189,,C20241216_PROD,ALGO_UPDATE,33584,650.0934111167314,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.0,2000000,REC_00000105,1966416,Buy,2025-08-12T09:10:02.025000,WORKING,ASML.AS,URGENT
,650.163570130189,Wellington Management,C20241216_PROD,CLIENT_UPDATE,33584,650.0934111167314,CLIENT_001,0,CLIENT,,,2000000,REC_00000106,1966416,Buy,2025-08-12T09:10:02.030000,WORKING,ASML.AS,
,650.1044991140576,,C20241216_PROD,SLICE_UPDATE,2446,650.0934111167314,SLICE_00011,2,ALGO_SLICE,ALGO_001,,3670,REC_00000107,1224,Buy,2025-08-12T09:10:02.070000,PARTIAL,ASML.AS,URGENT
VWAP,650.1614945749062,,C20241216_PROD,ALGO_UPDATE,34807,650.0934111167314,ALGO_001,1,ALGO_PARENT,CLIENT_001,3.5,2000000,REC_00000108,1965193,Buy,2025-08-12T09:10:02.075000,WORKING,ASML.AS,URGENT
,650.1614945749062,Wellington Management,C20241216_PROD,CLIENT_UPDATE,34807,650.0934111167314,CLIENT_001,0,CLIENT,,,2000000,REC_00000109,1965193,Buy,2025-08-12T09:10:02.080000,WORKING,ASML.AS,
,650.1089028541891,,C20241216_PROD,SLICE_UPDATE,3670,650.0934111167314,SLICE_00011,2,ALGO_SLICE,ALGO_001,,3670,REC_00000110,0,Buy,2025-08-12T09:10:02.120000,FILLED,ASML.AS,URGENT
VWAP,650.1597079948457,,C20241216_PROD,ALGO_UPDATE,36031,650.0934111167314,ALGO_001,1,ALGO_PARENT,CLIENT_001,1.8,2000000,REC_00000111,1963969,Buy,2025-08-12T09:10:02.125000,WORKING,ASML.AS,URGENT
,650.1597079948457,Wellington Management,C20241216_PROD,CLIENT_UPDATE,36031,650.0934111167314,CLIENT_001,0,CLIENT,,,2000000,REC_00000112,1963969,Buy,2025-08-12T09:10:02.130000,WORKING,ASML.AS,
,0.0,,C20241216_PROD,NEW,0,650.0847906632056,SLICE_00012,2,ALGO_SLICE,ALGO_001,,2774,REC_00000113,2774,Buy,2025-08-12T09:11:09,PENDING,ASML.AS,URGENT
,650.0979889672842,,C20241216_PROD,SLICE_UPDATE,924,650.0847906632056,SLICE_00012,2,ALGO_SLICE,ALGO_001,,2774,REC_00000114,1850,Buy,2025-08-12T09:11:09.020000,PARTIAL,ASML.AS,URGENT
VWAP,650.1581648103925,,C20241216_PROD,ALGO_UPDATE,36955,650.0847906632056,ALGO_001,1,ALGO_PARENT,CLIENT_001,4.9,2000000,REC_00000115,1963045,Buy,2025-08-12T09:11:09.025000,WORKING,ASML.AS,URGENT
