id,value,category,amount
133,939,cat_3,939
134,217,cat_4,217
135,706,cat_0,706
136,853,cat_1,853
137,156,cat_2,156
138,395,cat_3,395
139,8,cat_4,8
140,654,cat_0,654
141,37,cat_1,37
142,232,cat_2,232
143,442,cat_3,442
144,310,cat_4,310
145,820,cat_0,820
146,284,cat_1,284
147,152,cat_2,152
148,377,cat_3,377
149,454,cat_4,454
150,745,cat_0,745
151,574,cat_1,574
152,981,cat_2,981
153,97,cat_3,97
154,431,cat_4,431
155,235,cat_0,235
156,433,cat_1,433
157,114,cat_2,114
158,780,cat_3,780
159,874,cat_4,874
160,580,cat_0,580
161,920,cat_1,920
162,78,cat_2,78
163,476,cat_3,476
164,832,cat_4,832
165,605,cat_0,605
166,284,cat_1,284
167,725,cat_2,725
168,9,cat_3,9
169,180,cat_4,180
170,708,cat_0,708
171,657,cat_1,657
172,679,cat_2,679
173,310,cat_3,310
174,754,cat_4,754
175,675,cat_0,675
176,259,cat_1,259
177,715,cat_2,715
178,130,cat_3,130
179,275,cat_4,275
180,534,cat_0,534
181,452,cat_1,452
182,341,cat_2,341
183,948,cat_3,948
184,145,cat_4,145
185,452,cat_0,452
186,352,cat_1,352
187,831,cat_2,831
188,3,cat_3,3
189,338,cat_4,338
190,358,cat_0,358
191,216,cat_1,216
192,488,cat_2,488
193,668,cat_3,668
194,60,cat_4,60
195,789,cat_0,789
196,3,cat_1,3
197,361,cat_2,361
198,380,cat_3,380
199,654,cat_4,654
200,12,cat_0,12
201,827,cat_1,827
202,844,cat_2,844
203,817,cat_3,817
204,705,cat_4,705
205,690,cat_0,690
206,589,cat_1,589
207,374,cat_2,374
208,422,cat_3,422
209,400,cat_4,400
210,259,cat_0,259
211,928,cat_1,928
212,190,cat_2,190
213,39,cat_3,39
214,186,cat_4,186
215,612,cat_0,612
216,241,cat_1,241
217,522,cat_2,522
218,431,cat_3,431
219,271,cat_4,271
220,322,cat_0,322
221,509,cat_1,509
222,265,cat_2,265
223,30,cat_3,30
224,461,cat_4,461
225,179,cat_0,179
226,387,cat_1,387
227,251,cat_2,251
228,816,cat_3,816
229,871,cat_4,871
230,723,cat_0,723
231,925,cat_1,925
232,105,cat_2,105
233,538,cat_3,538
234,10,cat_4,10
235,924,cat_0,924
236,864,cat_1,864
237,173,cat_2,173
238,95,cat_3,95
239,667,cat_4,667
240,367,cat_0,367
241,545,cat_1,545
242,353,cat_2,353
243,252,cat_3,252
244,146,cat_4,146
245,372,cat_0,372
246,678,cat_1,678
247,49,cat_2,49
248,479,cat_3,479
249,171,cat_4,171
250,141,cat_0,141
251,636,cat_1,636
252,543,cat_2,543
253,567,cat_3,567
254,621,cat_4,621
255,49,cat_0,49
256,308,cat_1,308
257,530,cat_2,530
258,387,cat_3,387
259,736,cat_4,736
260,245,cat_0,245
261,356,cat_1,356
262,299,cat_2,299
263,864,cat_3,864
264,636,cat_4,636
265,368,cat_0,368
266,548,cat_1,548
267,254,cat_2,254
268,570,cat_3,570
269,718,cat_4,718
270,23,cat_0,23
271,988,cat_1,988
272,805,cat_2,805
273,223,cat_3,223
274,375,cat_4,375
275,484,cat_0,484
276,530,cat_1,530
277,939,cat_2,939
278,721,cat_3,721
279,384,cat_4,384
280,706,cat_0,706
281,380,cat_1,380
282,298,cat_2,298
283,721,cat_3,721
284,651,cat_4,651
285,879,cat_0,879
286,350,cat_1,350
287,290,cat_2,290
288,365,cat_3,365
289,852,cat_4,852
290,474,cat_0,474
291,592,cat_1,592
292,135,cat_2,135
293,632,cat_3,632
294,683,cat_4,683
295,644,cat_0,644
296,223,cat_1,223
297,384,cat_2,384
298,437,cat_3,437
299,672,cat_4,672
300,790,cat_0,790
301,617,cat_1,617
302,401,cat_2,401
303,191,cat_3,191
304,300,cat_4,300
305,129,cat_0,129
306,602,cat_1,602
307,996,cat_2,996
308,599,cat_3,599
309,398,cat_4,398
310,354,cat_0,354
311,517,cat_1,517
312,606,cat_2,606
313,756,cat_3,756
314,659,cat_4,659
315,758,cat_0,758
316,927,cat_1,927
317,665,cat_2,665
318,810,cat_3,810
319,745,cat_4,745
320,717,cat_0,717
321,928,cat_1,928
322,433,cat_2,433
323,212,cat_3,212
324,734,cat_4,734
325,773,cat_0,773
326,371,cat_1,371
327,536,cat_2,536
328,533,cat_3,533
329,284,cat_4,284
330,179,cat_0,179
331,571,cat_1,571
332,85,cat_2,85
333,677,cat_3,677
334,123,cat_4,123
335,856,cat_0,856
336,952,cat_1,952
337,271,cat_2,271
338,462,cat_3,462
339,632,cat_4,632
340,947,cat_0,947
341,317,cat_1,317
342,156,cat_2,156
343,666,cat_3,666
344,282,cat_4,282
345,538,cat_0,538
346,278,cat_1,278
347,368,cat_2,368
348,65,cat_3,65
349,343,cat_4,343
350,567,cat_0,567
351,42,cat_1,42
352,695,cat_2,695
353,543,cat_3,543
354,750,cat_4,750
355,569,cat_0,569
356,964,cat_1,964
357,733,cat_2,733
358,168,cat_3,168
359,559,cat_4,559
360,40,cat_0,40
361,539,cat_1,539
362,455,cat_2,455
363,215,cat_3,215
364,513,cat_4,513
365,722,cat_0,722
366,814,cat_1,814
367,793,cat_2,793
368,880,cat_3,880
369,980,cat_4,980
370,419,cat_0,419
371,905,cat_1,905
372,808,cat_2,808
373,755,cat_3,755
374,454,cat_4,454
375,476,cat_0,476
376,730,cat_1,730
377,869,cat_2,869
378,90,cat_3,90
379,476,cat_4,476
380,302,cat_0,302
381,718,cat_1,718
382,187,cat_2,187
383,362,cat_3,362
384,207,cat_4,207
385,821,cat_0,821
386,804,cat_1,804
387,790,cat_2,790
388,859,cat_3,859
389,382,cat_4,382
390,420,cat_0,420
391,737,cat_1,737
392,334,cat_2,334
393,99,cat_3,99
394,195,cat_4,195
395,152,cat_0,152
396,853,cat_1,853
397,962,cat_2,962
398,695,cat_3,695
399,315,cat_4,315
400,173,cat_0,173
401,898,cat_1,898
402,895,cat_2,895
403,274,cat_3,274
404,68,cat_4,68
405,592,cat_0,592
406,126,cat_1,126
407,604,cat_2,604
408,644,cat_3,644
409,703,cat_4,703
410,836,cat_0,836
411,290,cat_1,290
412,677,cat_2,677
413,381,cat_3,381
414,771,cat_4,771
415,418,cat_0,418
416,825,cat_1,825
417,45,cat_2,45
418,793,cat_3,793
419,187,cat_4,187
420,171,cat_0,171
421,142,cat_1,142
422,589,cat_2,589
423,2,cat_3,2
424,833,cat_4,833
425,728,cat_0,728
426,740,cat_1,740
427,560,cat_2,560
428,99,cat_3,99
429,112,cat_4,112
430,826,cat_0,826
431,327,cat_1,327
432,847,cat_2,847
433,777,cat_3,777
434,203,cat_4,203
435,391,cat_0,391
436,119,cat_1,119
437,753,cat_2,753
438,417,cat_3,417
439,781,cat_4,781
440,83,cat_0,83
441,106,cat_1,106
442,228,cat_2,228
443,751,cat_3,751
444,772,cat_4,772
445,371,cat_0,371
446,364,cat_1,364
447,489,cat_2,489
448,68,cat_3,68
449,451,cat_4,451
450,851,cat_0,851
451,213,cat_1,213
452,149,cat_2,149
453,626,cat_3,626
454,286,cat_4,286
455,908,cat_0,908
456,107,cat_1,107
457,966,cat_2,966
458,379,cat_3,379
459,244,cat_4,244
460,1000,cat_0,1000
461,392,cat_1,392
462,367,cat_2,367
463,105,cat_3,105
464,3,cat_4,3
465,875,cat_0,875
466,437,cat_1,437
467,617,cat_2,617
468,758,cat_3,758
469,891,cat_4,891
470,471,cat_0,471
471,753,cat_1,753
472,443,cat_2,443
473,396,cat_3,396
474,847,cat_4,847
475,306,cat_0,306
476,887,cat_1,887
477,402,cat_2,402
478,951,cat_3,951
479,929,cat_4,929
480,977,cat_0,977
481,455,cat_1,455
482,239,cat_2,239
483,598,cat_3,598
484,392,cat_4,392
485,785,cat_0,785
486,141,cat_1,141
487,325,cat_2,325
488,644,cat_3,644
489,673,cat_4,673
490,793,cat_0,793
491,672,cat_1,672
492,176,cat_2,176
493,23,cat_3,23
494,909,cat_4,909
495,964,cat_0,964
496,503,cat_1,503
497,356,cat_2,356
498,302,cat_3,302
499,339,cat_4,339
500,999,cat_0,999
501,1000,cat_1,1000
502,439,cat_2,439
503,632,cat_3,632
504,389,cat_4,389
505,270,cat_0,270
506,291,cat_1,291
507,832,cat_2,832
508,756,cat_3,756
509,672,cat_4,672
510,57,cat_0,57
511,670,cat_1,670
512,319,cat_2,319
513,735,cat_3,735
514,180,cat_4,180
515,506,cat_0,506
516,377,cat_1,377
517,350,cat_2,350
518,498,cat_3,498
519,481,cat_4,481
520,397,cat_0,397
521,367,cat_1,367
522,594,cat_2,594
523,940,cat_3,940
524,39,cat_4,39
525,350,cat_0,350
526,515,cat_1,515
527,797,cat_2,797
528,683,cat_3,683
529,628,cat_4,628
530,489,cat_0,489
531,324,cat_1,324
532,934,cat_2,934
533,446,cat_3,446
534,75,cat_4,75
535,241,cat_0,241
536,736,cat_1,736
537,811,cat_2,811
538,121,cat_3,121
539,862,cat_4,862
540,833,cat_0,833
541,861,cat_1,861
542,638,cat_2,638
543,268,cat_3,268
544,361,cat_4,361
545,222,cat_0,222
546,327,cat_1,327
547,359,cat_2,359
548,755,cat_3,755
549,832,cat_4,832
550,623,cat_0,623
551,545,cat_1,545
552,416,cat_2,416
553,707,cat_3,707
554,228,cat_4,228
555,871,cat_0,871
556,855,cat_1,855
557,982,cat_2,982
558,112,cat_3,112
559,702,cat_4,702
560,988,cat_0,988
561,515,cat_1,515
562,806,cat_2,806
563,876,cat_3,876
564,242,cat_4,242
565,599,cat_0,599
566,162,cat_1,162
567,804,cat_2,804
568,354,cat_3,354
569,339,cat_4,339
570,486,cat_0,486
571,563,cat_1,563
572,531,cat_2,531
573,412,cat_3,412
574,546,cat_4,546
575,299,cat_0,299
576,340,cat_1,340
577,461,cat_2,461
578,788,cat_3,788
579,348,cat_4,348
580,549,cat_0,549
581,950,cat_1,950
582,336,cat_2,336
583,500,cat_3,500
584,100,cat_4,100
585,566,cat_0,566
586,198,cat_1,198
587,668,cat_2,668
588,488,cat_3,488
589,790,cat_4,790
590,634,cat_0,634
591,985,cat_1,985
592,74,cat_2,74
593,950,cat_3,950
594,791,cat_4,791
595,347,cat_0,347
596,877,cat_1,877
597,423,cat_2,423
598,525,cat_3,525
599,583,cat_4,583
600,906,cat_0,906
601,26,cat_1,26
602,277,cat_2,277
603,593,cat_3,593
604,583,cat_4,583
605,153,cat_0,153
606,639,cat_1,639
607,328,cat_2,328
608,503,cat_3,503
609,611,cat_4,611
610,673,cat_0,673
611,671,cat_1,671
612,369,cat_2,369
613,722,cat_3,722
614,233,cat_4,233
615,212,cat_0,212
616,697,cat_1,697
617,472,cat_2,472
618,873,cat_3,873
619,456,cat_4,456
620,838,cat_0,838
621,77,cat_1,77
622,79,cat_2,79
623,667,cat_3,667
624,634,cat_4,634
625,117,cat_0,117
626,318,cat_1,318
627,374,cat_2,374
628,94,cat_3,94
629,363,cat_4,363
630,910,cat_0,910
631,703,cat_1,703
632,59,cat_2,59
633,447,cat_3,447
634,531,cat_4,531
635,612,cat_0,612
636,6,cat_1,6
637,973,cat_2,973
638,437,cat_3,437
639,251,cat_4,251
640,287,cat_0,287
641,840,cat_1,840
642,137,cat_2,137
643,422,cat_3,422
644,694,cat_4,694
645,791,cat_0,791
646,414,cat_1,414
647,750,cat_2,750
648,725,cat_3,725
649,70,cat_4,70
650,755,cat_0,755
651,532,cat_1,532
652,926,cat_2,926
653,216,cat_3,216
654,215,cat_4,215
655,61,cat_0,61
656,882,cat_1,882
657,125,cat_2,125
658,463,cat_3,463
659,11,cat_4,11
660,959,cat_0,959
661,315,cat_1,315
662,167,cat_2,167
663,770,cat_3,770
664,154,cat_4,154
665,933,cat_0,933
666,973,cat_1,973
667,311,cat_2,311
668,529,cat_3,529
669,683,cat_4,683
670,152,cat_0,152
671,428,cat_1,428
672,528,cat_2,528
673,545,cat_3,545
674,66,cat_4,66
675,32,cat_0,32
676,522,cat_1,522
677,888,cat_2,888
678,617,cat_3,617
679,121,cat_4,121
680,186,cat_0,186
681,853,cat_1,853
682,839,cat_2,839
683,388,cat_3,388
684,555,cat_4,555
685,598,cat_0,598
686,950,cat_1,950
687,906,cat_2,906
688,995,cat_3,995
689,72,cat_4,72
690,279,cat_0,279
691,955,cat_1,955
692,64,cat_2,64
693,394,cat_3,394
694,34,cat_4,34
695,362,cat_0,362
696,228,cat_1,228
697,241,cat_2,241
698,181,cat_3,181
699,415,cat_4,415
700,187,cat_0,187
701,766,cat_1,766
702,300,cat_2,300
703,104,cat_3,104
704,536,cat_4,536
705,827,cat_0,827
706,673,cat_1,673
707,27,cat_2,27
708,475,cat_3,475
709,624,cat_4,624
710,368,cat_0,368
711,678,cat_1,678
712,816,cat_2,816
713,260,cat_3,260
714,974,cat_4,974
715,625,cat_0,625
716,870,cat_1,870
717,754,cat_2,754
718,221,cat_3,221
719,435,cat_4,435
720,769,cat_0,769
721,787,cat_1,787
722,622,cat_2,622
723,497,cat_3,497
724,78,cat_4,78
725,763,cat_0,763
726,636,cat_1,636
727,851,cat_2,851
728,189,cat_3,189
729,815,cat_4,815
730,663,cat_0,663
731,747,cat_1,747
732,489,cat_2,489
733,704,cat_3,704
734,321,cat_4,321
735,334,cat_0,334
736,26,cat_1,26
737,121,cat_2,121
738,577,cat_3,577
739,973,cat_4,973
740,982,cat_0,982
741,561,cat_1,561
742,843,cat_2,843
743,737,cat_3,737
744,395,cat_4,395
745,729,cat_0,729
746,143,cat_1,143
747,642,cat_2,642
748,193,cat_3,193
749,156,cat_4,156
750,505,cat_0,505
751,270,cat_1,270
752,115,cat_2,115
753,647,cat_3,647
754,610,cat_4,610
755,319,cat_0,319
756,960,cat_1,960
757,964,cat_2,964
758,371,cat_3,371
759,178,cat_4,178
760,597,cat_0,597
761,854,cat_1,854
762,421,cat_2,421
763,70,cat_3,70
764,243,cat_4,243
765,257,cat_0,257
766,573,cat_1,573
767,723,cat_2,723
768,884,cat_3,884
769,378,cat_4,378
770,382,cat_0,382
771,482,cat_1,482
772,388,cat_2,388
773,638,cat_3,638
774,16,cat_4,16
775,262,cat_0,262
776,221,cat_1,221
777,283,cat_2,283
778,55,cat_3,55
779,829,cat_4,829
780,270,cat_0,270
781,427,cat_1,427
782,111,cat_2,111
783,218,cat_3,218
784,525,cat_4,525
785,942,cat_0,942
786,242,cat_1,242
787,928,cat_2,928
788,207,cat_3,207
789,287,cat_4,287
790,985,cat_0,985
791,362,cat_1,362
792,30,cat_2,30
793,853,cat_3,853
794,830,cat_4,830
795,315,cat_0,315
796,520,cat_1,520
797,343,cat_2,343
798,77,cat_3,77
799,510,cat_4,510
800,437,cat_0,437
801,230,cat_1,230
802,106,cat_2,106
803,161,cat_3,161
804,891,cat_4,891
805,777,cat_0,777
806,306,cat_1,306
807,493,cat_2,493
808,715,cat_3,715
809,504,cat_4,504
810,645,cat_0,645
811,725,cat_1,725
812,441,cat_2,441
813,143,cat_3,143
814,3,cat_4,3
815,385,cat_0,385
816,519,cat_1,519
817,690,cat_2,690
818,986,cat_3,986
819,808,cat_4,808
820,528,cat_0,528
821,777,cat_1,777
822,688,cat_2,688
823,173,cat_3,173
824,314,cat_4,314
825,491,cat_0,491
826,2,cat_1,2
827,6,cat_2,6
828,939,cat_3,939
829,544,cat_4,544
830,967,cat_0,967
831,653,cat_1,653
832,236,cat_2,236
833,958,cat_3,958
834,150,cat_4,150
835,36,cat_0,36
836,805,cat_1,805
837,187,cat_2,187
838,868,cat_3,868
839,416,cat_4,416
840,8,cat_0,8
841,925,cat_1,925
842,56,cat_2,56
843,29,cat_3,29
844,467,cat_4,467
845,257,cat_0,257
846,564,cat_1,564
847,712,cat_2,712
848,813,cat_3,813
849,593,cat_4,593
850,635,cat_0,635
851,822,cat_1,822
852,897,cat_2,897
853,591,cat_3,591
854,26,cat_4,26
855,122,cat_0,122
856,871,cat_1,871
857,143,cat_2,143
858,501,cat_3,501
859,6,cat_4,6
860,605,cat_0,605
861,645,cat_1,645
862,744,cat_2,744
863,232,cat_3,232
864,274,cat_4,274
865,432,cat_0,432
866,191,cat_1,191
867,282,cat_2,282
868,983,cat_3,983
869,579,cat_4,579
870,736,cat_0,736
871,820,cat_1,820
872,645,cat_2,645
873,465,cat_3,465
874,429,cat_4,429
875,163,cat_0,163
876,565,cat_1,565
877,455,cat_2,455
878,872,cat_3,872
879,417,cat_4,417
880,722,cat_0,722
881,831,cat_1,831
882,683,cat_2,683
883,848,cat_3,848
884,731,cat_4,731
885,327,cat_0,327
886,962,cat_1,962
887,844,cat_2,844
888,531,cat_3,531
889,762,cat_4,762
890,458,cat_0,458
891,50,cat_1,50
892,85,cat_2,85
893,942,cat_3,942
894,553,cat_4,553
895,824,cat_0,824
896,14,cat_1,14
897,625,cat_2,625
898,821,cat_3,821
899,639,cat_4,639
900,55,cat_0,55
901,855,cat_1,855
902,94,cat_2,94
903,783,cat_3,783
904,532,cat_4,532
905,856,cat_0,856
906,594,cat_1,594
907,609,cat_2,609
908,338,cat_3,338
909,210,cat_4,210
910,685,cat_0,685
911,113,cat_1,113
912,257,cat_2,257
913,826,cat_3,826
914,338,cat_4,338
915,313,cat_0,313
916,901,cat_1,901
917,739,cat_2,739
918,712,cat_3,712
919,997,cat_4,997
920,679,cat_0,679
921,570,cat_1,570
922,332,cat_2,332
923,726,cat_3,726
924,176,cat_4,176
925,574,cat_0,574
926,582,cat_1,582
927,313,cat_2,313
928,86,cat_3,86
929,170,cat_4,170
930,586,cat_0,586
931,472,cat_1,472
932,666,cat_2,666
933,91,cat_3,91
934,297,cat_4,297
935,550,cat_0,550
936,470,cat_1,470
937,340,cat_2,340
938,997,cat_3,997
939,595,cat_4,595
940,297,cat_0,297
941,897,cat_1,897
942,451,cat_2,451
943,257,cat_3,257
944,499,cat_4,499
945,806,cat_0,806
946,579,cat_1,579
947,812,cat_2,812
948,41,cat_3,41
949,642,cat_4,642
950,197,cat_0,197
951,496,cat_1,496
952,642,cat_2,642
953,820,cat_3,820
954,888,cat_4,888
955,167,cat_0,167
956,232,cat_1,232
957,25,cat_2,25
958,70,cat_3,70
959,259,cat_4,259
960,555,cat_0,555
961,893,cat_1,893
962,898,cat_2,898
963,660,cat_3,660
964,812,cat_4,812
965,664,cat_0,664
966,421,cat_1,421
967,671,cat_2,671
968,256,cat_3,256
969,594,cat_4,594
970,556,cat_0,556
971,441,cat_1,441
972,722,cat_2,722
973,239,cat_3,239
974,941,cat_4,941
975,358,cat_0,358
976,414,cat_1,414
977,361,cat_2,361
978,47,cat_3,47
979,474,cat_4,474
980,20,cat_0,20
981,949,cat_1,949
982,162,cat_2,162
983,298,cat_3,298
984,424,cat_4,424
985,578,cat_0,578
986,654,cat_1,654
987,875,cat_2,875
988,74,cat_3,74
989,975,cat_4,975
990,625,cat_0,625
991,913,cat_1,913
992,615,cat_2,615
993,88,cat_3,88
994,682,cat_4,682
995,91,cat_0,91
996,973,cat_1,973
997,980,cat_2,980
998,546,cat_3,546
999,710,cat_4,710
1000,840,cat_0,840
1001,815,cat_1,815
1002,866,cat_2,866
1003,138,cat_3,138
1004,601,cat_4,601
1005,69,cat_0,69
1006,293,cat_1,293
1007,545,cat_2,545
1008,78,cat_3,78
1009,347,cat_4,347
1010,982,cat_0,982
1011,229,cat_1,229
1012,325,cat_2,325
1013,764,cat_3,764
1014,436,cat_4,436
1015,992,cat_0,992
1016,528,cat_1,528
1017,830,cat_2,830
1018,756,cat_3,756
1019,387,cat_4,387
1020,49,cat_0,49
1021,740,cat_1,740
1022,514,cat_2,514
1023,184,cat_3,184
1024,275,cat_4,275
1025,426,cat_0,426
1026,65,cat_1,65
1027,455,cat_2,455
1028,377,cat_3,377
1029,869,cat_4,869
1030,32,cat_0,32
1031,903,cat_1,903
1032,875,cat_2,875
1033,614,cat_3,614
1034,162,cat_4,162
1035,437,cat_0,437
1036,343,cat_1,343
1037,107,cat_2,107
1038,199,cat_3,199
1039,668,cat_4,668
1040,754,cat_0,754
1041,652,cat_1,652
1042,463,cat_2,463
1043,119,cat_3,119
1044,166,cat_4,166
1045,503,cat_0,503
1046,217,cat_1,217
1047,571,cat_2,571
1048,597,cat_3,597
1049,641,cat_4,641
1050,796,cat_0,796
1051,529,cat_1,529
1052,124,cat_2,124
1053,148,cat_3,148
1054,3,cat_4,3
1055,198,cat_0,198
1056,430,cat_1,430
1057,624,cat_2,624
1058,675,cat_3,675
1059,470,cat_4,470
1060,977,cat_0,977
1061,564,cat_1,564
1062,355,cat_2,355
1063,244,cat_3,244
1064,799,cat_4,799
1065,580,cat_0,580
1066,343,cat_1,343
1067,845,cat_2,845
1068,524,cat_3,524
1069,501,cat_4,501
1070,818,cat_0,818
1071,57,cat_1,57
1072,122,cat_2,122
1073,467,cat_3,467
1074,871,cat_4,871
1075,491,cat_0,491
1076,200,cat_1,200
1077,954,cat_2,954
1078,214,cat_3,214
1079,693,cat_4,693
1080,798,cat_0,798
1081,467,cat_1,467
1082,143,cat_2,143
1083,193,cat_3,193
1084,113,cat_4,113
1085,129,cat_0,129
1086,836,cat_1,836
1087,686,cat_2,686
1088,935,cat_3,935
1089,27,cat_4,27
1090,227,cat_0,227
1091,840,cat_1,840
1092,110,cat_2,110
1093,794,cat_3,794
1094,587,cat_4,587
1095,730,cat_0,730
1096,106,cat_1,106
1097,348,cat_2,348
1098,97,cat_3,97
1099,978,cat_4,978
1100,932,cat_0,932
1101,348,cat_1,348
1102,718,cat_2,718
1103,60,cat_3,60
1104,780,cat_4,780
1105,769,cat_0,769
1106,133,cat_1,133
1107,130,cat_2,130
1108,198,cat_3,198
1109,793,cat_4,793
1110,255,cat_0,255
1111,320,cat_1,320
1112,949,cat_2,949
1113,589,cat_3,589
1114,34,cat_4,34
1115,460,cat_0,460
1116,167,cat_1,167
1117,134,cat_2,134
1118,953,cat_3,953
1119,757,cat_4,757
1120,731,cat_0,731
1121,240,cat_1,240
1122,84,cat_2,84
1123,907,cat_3,907
1124,597,cat_4,597
1125,259,cat_0,259
1126,859,cat_1,859
1127,307,cat_2,307
1128,693,cat_3,693
1129,18,cat_4,18
1130,428,cat_0,428
1131,60,cat_1,60
1132,329,cat_2,329
1133,986,cat_3,986
1134,883,cat_4,883
1135,700,cat_0,700
1136,556,cat_1,556
1137,953,cat_2,953
1138,583,cat_3,583
1139,385,cat_4,385
1140,324,cat_0,324
1141,725,cat_1,725
1142,296,cat_2,296
1143,11,cat_3,11
1144,856,cat_4,856
1145,761,cat_0,761
1146,865,cat_1,865
1147,655,cat_2,655
1148,393,cat_3,393
1149,700,cat_4,700
1150,598,cat_0,598
1151,833,cat_1,833
1152,903,cat_2,903
1153,13,cat_3,13
1154,508,cat_4,508
1155,815,cat_0,815
1156,466,cat_1,466
1157,305,cat_2,305
1158,459,cat_3,459
1159,415,cat_4,415
1160,634,cat_0,634
1161,674,cat_1,674
1162,994,cat_2,994
1163,99,cat_3,99
1164,734,cat_4,734
1165,869,cat_0,869
1166,540,cat_1,540
1167,458,cat_2,458
1168,730,cat_3,730
1169,958,cat_4,958
1170,122,cat_0,122
1171,346,cat_1,346
1172,872,cat_2,872
1173,995,cat_3,995
1174,369,cat_4,369
1175,393,cat_0,393
1176,922,cat_1,922
1177,576,cat_2,576
1178,105,cat_3,105
1179,667,cat_4,667
1180,348,cat_0,348
1181,298,cat_1,298
1182,525,cat_2,525
1183,846,cat_3,846
1184,604,cat_4,604
1185,835,cat_0,835
1186,149,cat_1,149
1187,263,cat_2,263
1188,474,cat_3,474
1189,950,cat_4,950
1190,670,cat_0,670
1191,32,cat_1,32
1192,299,cat_2,299
1193,560,cat_3,560
1194,346,cat_4,346
1195,613,cat_0,613
1196,456,cat_1,456
1197,15,cat_2,15
1198,547,cat_3,547
1199,680,cat_4,680
1200,392,cat_0,392
1201,782,cat_1,782
1202,493,cat_2,493
1203,21,cat_3,21
1204,398,cat_4,398
1205,129,cat_0,129
1206,85,cat_1,85
1207,608,cat_2,608
1208,93,cat_3,93
1209,538,cat_4,538
1210,250,cat_0,250
1211,399,cat_1,399
1212,97,cat_2,97
1213,231,cat_3,231
1214,612,cat_4,612
1215,475,cat_0,475
1216,721,cat_1,721
1217,144,cat_2,144
1218,212,cat_3,212
1219,918,cat_4,918
1220,270,cat_0,270
1221,342,cat_1,342
1222,572,cat_2,572
1223,71,cat_3,71
1224,991,cat_4,991
1225,708,cat_0,708
1226,146,cat_1,146
1227,850,cat_2,850
1228,263,cat_3,263
1229,970,cat_4,970
1230,746,cat_0,746
1231,720,cat_1,720
1232,465,cat_2,465
1233,359,cat_3,359
1234,918,cat_4,918
1235,392,cat_0,392
1236,958,cat_1,958
1237,227,cat_2,227
1238,705,cat_3,705
1239,392,cat_4,392
1240,808,cat_0,808
1241,451,cat_1,451
1242,662,cat_2,662
1243,850,cat_3,850
1244,722,cat_4,722
1245,543,cat_0,543
1246,70,cat_1,70
1247,981,cat_2,981
1248,598,cat_3,598
