field_number,field_name,enum,description
577,ClearingInstruction,3,EX_CLEARING
577,ClearingInstruction,4,SPECIAL_TRADE
577,ClearingInstruction,5,MULTILATERAL_NETTING
577,ClearingInstruction,6,CLEAR_AGAINST_CENTRAL_COUNTERPARTY
577,ClearingInstruction,7,EXCLUDE_FROM_CENTRAL_COUNTERPARTY
577,ClearingInstruction,8,MANUAL_MODE
577,ClearingInstruction,9,AUTOMATIC_POSTING_MODE
577,ClearingInstruction,10,AUTOMATIC_GIVE_UP_MODE
577,ClearingInstruction,11,QUALIFIED_SERVICE_REPRESENTATIVE_QSR
577,ClearingInstruction,12,CUSTOMER_TRADE
577,ClearingInstruction,13,SELF_CLEARING
944,CollAction,0,RETAIN
944,CollAction,1,ADD
944,CollAction,2,REMOVE
895,CollAsgnReason,0,INITIAL
895,CollAsgnReason,1,SCHEDULED
895,CollAsgnReason,2,TIME_WARNING
895,CollAsgnReason,3,MARGIN_DEFICIENCY
895,CollAsgnReason,4,MARGIN_EXCESS
895,CollAsgnReason,5,FORWARD_COLLATERAL_DEMAND
895,CollAsgnReason,6,EVENT_OF_DEFAULT
895,CollAsgnReason,7,ADVERSE_TAX_EVENT
906,CollAsgnRejectReason,0,UNKNOWN_DEAL
906,CollAsgnRejectReason,1,UNKNOWN_OR_INVALID_INSTRUMENT
906,CollAsgnRejectReason,2,UNAUTHORIZED_TRANSACTION
906,CollAsgnRejectReason,3,INSUFFICIENT_COLLATERAL
906,CollAsgnRejectReason,4,INVALID_TYPE_OF_COLLATERAL
906,CollAsgnRejectReason,5,EXCESSIVE_SUBSTITUTION
906,CollAsgnRejectReason,99,OTHER
905,CollAsgnRespType,0,RECEIVED
905,CollAsgnRespType,1,ACCEPTED
905,CollAsgnRespType,2,DECLINED
905,CollAsgnRespType,3,REJECTED
903,CollAsgnTransType,0,NEW
903,CollAsgnTransType,1,REPLACE
903,CollAsgnTransType,2,CANCEL
903,CollAsgnTransType,3,RELEASE
903,CollAsgnTransType,4,REVERSE
896,CollInquiryQualifier,0,TRADE_DATE
896,CollInquiryQualifier,1,GC_INSTRUMENT
896,CollInquiryQualifier,2,COLLATERAL_INSTRUMENT
896,CollInquiryQualifier,3,SUBSTITUTION_ELIGIBLE
896,CollInquiryQualifier,4,NOT_ASSIGNED
896,CollInquiryQualifier,5,PARTIALLY_ASSIGNED
896,CollInquiryQualifier,6,FULLY_ASSIGNED
896,CollInquiryQualifier,7,OUTSTANDING_TRADES
946,CollInquiryResult,0,SUCCESSFUL
946,CollInquiryResult,1,INVALID_OR_UNKNOWN_INSTRUMENT
946,CollInquiryResult,2,INVALID_OR_UNKNOWN_COLLATERAL_TYPE
946,CollInquiryResult,3,INVALID_PARTIES
946,CollInquiryResult,4,INVALID_TRANSPORT_TYPE_REQUESTED
946,CollInquiryResult,5,INVALID_DESTINATION_REQUESTED
946,CollInquiryResult,6,NO_COLLATERAL_FOUND_FOR_THE_TRADE_SPECIFIED
946,CollInquiryResult,7,NO_COLLATERAL_FOUND_FOR_THE_ORDER_SPECIFIED
946,CollInquiryResult,8,COLLATERAL_INQUIRY_TYPE_NOT_SUPPORTED
946,CollInquiryResult,9,UNAUTHORIZED_FOR_COLLATERAL_INQUIRY
946,CollInquiryResult,99,OTHER
945,CollInquiryStatus,0,ACCEPTED
945,CollInquiryStatus,1,ACCEPTED_WITH_WARNINGS
945,CollInquiryStatus,2,COMPLETED
945,CollInquiryStatus,3,COMPLETED_WITH_WARNINGS
945,CollInquiryStatus,4,REJECTED
910,CollStatus,0,UNASSIGNED
910,CollStatus,1,PARTIALLY_ASSIGNED
910,CollStatus,2,ASSIGNMENT_PROPOSED
910,CollStatus,3,ASSIGNED
910,CollStatus,4,CHALLENGED
13,CommType,1,PER_UNIT
13,CommType,2,PERCENT
13,CommType,3,ABSOLUTE
13,CommType,4,PERCENTAGE_WAIVED_CASH_DISCOUNT
13,CommType,5,PERCENTAGE_WAIVED_ENHANCED_UNITS
13,CommType,6,POINTS_PER_BOND_OR_CONTRACT
774,ConfirmRejReason,1,MISMATCHED_ACCOUNT
774,ConfirmRejReason,2,MISSING_SETTLEMENT_INSTRUCTIONS
774,ConfirmRejReason,99,OTHER
665,ConfirmStatus,1,RECEIVED
665,ConfirmStatus,2,MISMATCHED_ACCOUNT
665,ConfirmStatus,3,MISSING_SETTLEMENT_INSTRUCTIONS
665,ConfirmStatus,4,CONFIRMED
665,ConfirmStatus,5,REQUEST_REJECTED
666,ConfirmTransType,0,NEW
666,ConfirmTransType,1,REPLACE
666,ConfirmTransType,2,CANCEL
773,ConfirmType,1,STATUS
773,ConfirmType,2,CONFIRMATION
773,ConfirmType,3,CONFIRMATION_REQUEST_REJECTED
519,ContAmtType,1,COMMISSION_AMOUNT
519,ContAmtType,2,COMMISSION_PERCENT
519,ContAmtType,3,INITIAL_CHARGE_AMOUNT
519,ContAmtType,4,INITIAL_CHARGE_PERCENT
519,ContAmtType,5,DISCOUNT_AMOUNT
519,ContAmtType,6,DISCOUNT_PERCENT
519,ContAmtType,7,DILUTION_LEVY_AMOUNT
519,ContAmtType,8,DILUTION_LEVY_PERCENT
519,ContAmtType,9,EXIT_CHARGE_AMOUNT
519,ContAmtType,10,EXIT_CHARGE_PERCENT
519,ContAmtType,11,FUND_BASED_RENEWAL_COMMISSION_PERCENT
519,ContAmtType,12,PROJECTED_FUND_VALUE
519,ContAmtType,13,FUND_BASED_RENEWAL_COMMISSION_ON_ORDER
519,ContAmtType,14,FUND_BASED_RENEWAL_COMMISSION_ON_FUND
519,ContAmtType,15,NET_SETTLEMENT_AMOUNT
292,CorporateAction,A,EX_DIVIDEND
292,CorporateAction,B,EX_DISTRIBUTION
292,CorporateAction,C,EX_RIGHTS
292,CorporateAction,D,NEW
292,CorporateAction,E,EX_INTEREST
203,CoveredOrUncovered,0,COVERED
203,CoveredOrUncovered,1,UNCOVERED
550,CrossPrioritization,0,NONE
550,CrossPrioritization,1,BUY_SIDE_IS_PRIORITIZED
550,CrossPrioritization,2,SELL_SIDE_IS_PRIORITIZED
549,CrossType,1,CROSS_AON
549,CrossType,2,CROSS_IOC
549,CrossType,3,CROSS_ONE_SIDE
549,CrossType,4,CROSS_SAME_PRICE
582,CustOrderCapacity,1,MEMBER_TRADING_FOR_THEIR_OWN_ACCOUNT
582,CustOrderCapacity,2,CLEARING_FIRM_TRADING_FOR_ITS_PROPRIETARY_ACCOUNT
582,CustOrderCapacity,3,MEMBER_TRADING_FOR_ANOTHER_MEMBER
582,CustOrderCapacity,4,ALL_OTHER
102,CxlRejReason,0,TOO_LATE_TO_CANCEL
102,CxlRejReason,1,UNKNOWN_ORDER
102,CxlRejReason,2,BROKER_CREDIT
102,CxlRejReason,3,ORDER_ALREADY_IN_PENDING_STATUS
102,CxlRejReason,4,UNABLE_TO_PROCESS_ORDER_MASS_CANCEL_REQUEST
102,CxlRejReason,5,ORIG_ORD_MOD_TIME
102,CxlRejReason,6,DUPLICATE_CL_ORD_ID
102,CxlRejReason,99,OTHER
434,CxlRejResponseTo,1,ORDER_CANCEL_REQUEST
434,CxlRejResponseTo,2,ORDER_CANCEL
127,DKReason,A,UNKNOWN_SYMBOL
127,DKReason,B,WRONG_SIDE
127,DKReason,C,QUANTITY_EXCEEDS_ORDER
127,DKReason,D,NO_MATCHING_ORDER
127,DKReason,E,PRICE_EXCEEDS_LIMIT
127,DKReason,F,CALCULATION_DIFFERENCE
127,DKReason,Z,OTHER
589,DayBookingInst,0,AUTO
589,DayBookingInst,1,SPEAK_WITH_ORDER_INITIATOR_BEFORE_BOOKING
589,DayBookingInst,2,ACCUMULATE
285,DeleteReason,0,CANCELLATION
285,DeleteReason,1,ERROR
668,DeliveryForm,1,BOOK_ENTRY
668,DeliveryForm,2,BEARER
919,DeliveryType,0,VERSUS_PAYMENT
919,DeliveryType,1,FREE
919,DeliveryType,2,TRI_PARTY
919,DeliveryType,3,HOLD_IN_CUSTODY
388,DiscretionInst,0,RELATED_TO_DISPLAYED_PRICE
388,DiscretionInst,1,RELATED_TO_MARKET_PRICE
388,DiscretionInst,2,RELATED_TO_PRIMARY_PRICE
388,DiscretionInst,3,RELATED_TO_LOCAL_PRIMARY_PRICE
388,DiscretionInst,4,RELATED_TO_MIDPOINT_PRICE
388,DiscretionInst,5,RELATED_TO_LAST_TRADE_PRICE
388,DiscretionInst,6,RELATED_TO_VWAP
843,DiscretionLimitType,0,OR_BETTER
843,DiscretionLimitType,1,STRICT
843,DiscretionLimitType,2,OR_WORSE
841,DiscretionMoveType,0,FLOATING
841,DiscretionMoveType,1,FIXED
842,DiscretionOffsetType,0,PRICE
842,DiscretionOffsetType,1,BASIS_POINTS
842,DiscretionOffsetType,2,TICKS
842,DiscretionOffsetType,3,PRICE_TIER
844,DiscretionRoundDirection,1,MORE_AGGRESSIVE
844,DiscretionRoundDirection,2,MORE_PASSIVE
846,DiscretionScope,1,LOCAL
846,DiscretionScope,2,NATIONAL
846,DiscretionScope,3,GLOBAL
846,DiscretionScope,4,NATIONAL_EXCLUDING_LOCAL
477,DistribPaymentMethod,1,CREST
477,DistribPaymentMethod,2,NSCC
477,DistribPaymentMethod,3,EUROCLEAR
477,DistribPaymentMethod,4,CLEARSTREAM
477,DistribPaymentMethod,5,CHEQUE
477,DistribPaymentMethod,6,TELEGRAPHIC_TRANSFER
477,DistribPaymentMethod,7,FED_WIRE
477,DistribPaymentMethod,8,DIRECT_CREDIT
477,DistribPaymentMethod,9,ACH_CREDIT
477,DistribPaymentMethod,10,BPAY
477,DistribPaymentMethod,11,HIGH_VALUE_CLEARING_SYSTEM_HVACS
477,DistribPaymentMethod,12,REINVEST_IN_FUND
787,DlvyInstType,S,SECURITIES
787,DlvyInstType,C,CASH
329,DueToRelated,Y,YES
329,DueToRelated,N,NO
94,EmailType,0,NEW
94,EmailType,1,REPLY
94,EmailType,2,ADMIN_REPLY
98,EncryptMethod,0,NONE
98,EncryptMethod,1,PKCS
98,EncryptMethod,2,DES
98,EncryptMethod,3,PKCSDES
98,EncryptMethod,4,PGPDES
98,EncryptMethod,5,PGPDESMD5
98,EncryptMethod,6,PEM
865,EventType,1,PUT
865,EventType,2,CALL
865,EventType,3,TENDER
865,EventType,4,SINKING_FUND_CALL
865,EventType,99,OTHER
411,ExchangeForPhysical,Y,YES
411,ExchangeForPhysical,N,NO
18,ExecInst,1,NOT_HELD
18,ExecInst,2,WORK
18,ExecInst,3,GO_ALONG
18,ExecInst,4,OVER_THE_DAY
18,ExecInst,5,HELD
18,ExecInst,6,PARTICIPATE_DO_NOT_INITIATE
18,ExecInst,7,STRICT_SCALE
18,ExecInst,8,TRY_TO_SCALE
18,ExecInst,9,STAY_ON_BID_SIDE
18,ExecInst,0,STAY_ON_OFFER_SIDE
18,ExecInst,A,NO_CROSS
18,ExecInst,B,OK_TO_CROSS
18,ExecInst,C,CALL_FIRST
18,ExecInst,D,PERCENT_OF_VOLUME
18,ExecInst,E,DO_NOT_INCREASE
18,ExecInst,F,DO_NOT_REDUCE
18,ExecInst,G,ALL_OR_NONE
18,ExecInst,H,REINSTATE_ON_SYSTEM_FAILURE
18,ExecInst,I,INSTITUTIONS_ONLY
18,ExecInst,J,REINSTATE_ON_TRADING_HALT
18,ExecInst,K,CANCEL_ON_TRADING_HALT
18,ExecInst,L,LAST_PEG
18,ExecInst,M,MID_PRICE_PEG
18,ExecInst,N,NON_NEGOTIABLE
18,ExecInst,O,OPENING_PEG
18,ExecInst,P,MARKET_PEG
18,ExecInst,Q,CANCEL_ON_SYSTEM_FAILURE
18,ExecInst,R,PRIMARY_PEG
18,ExecInst,S,SUSPEND
18,ExecInst,U,CUSTOMER_DISPLAY_INSTRUCTION
18,ExecInst,V,NETTING
18,ExecInst,W,PEG_TO_VWAP
18,ExecInst,X,TRADE_ALONG
18,ExecInst,Y,TRY_TO_STOP
18,ExecInst,Z,CANCEL_IF_NOT_BEST
18,ExecInst,a,TRAILING_STOP_PEG
18,ExecInst,b,STRICT_LIMIT
18,ExecInst,c,IGNORE_PRICE_VALIDITY_CHECKS
18,ExecInst,d,PEG_TO_LIMIT_PRICE
18,ExecInst,e,WORK_TO_TARGET_STRATEGY
484,ExecPriceType,B,BID_PRICE
484,ExecPriceType,C,CREATION_PRICE
484,ExecPriceType,D,CREATION_PRICE_PLUS_ADJUSTMENT_PERCENT
484,ExecPriceType,E,CREATION_PRICE_PLUS_ADJUSTMENT_AMOUNT
484,ExecPriceType,O,OFFER_PRICE
484,ExecPriceType,P,OFFER_PRICE_MINUS_ADJUSTMENT_PERCENT
484,ExecPriceType,Q,OFFER_PRICE_MINUS_ADJUSTMENT_AMOUNT
484,ExecPriceType,S,SINGLE_PRICE
378,ExecRestatementReason,0,GT_CORPORATE_ACTION
378,ExecRestatementReason,1,GT_RENEWAL
378,ExecRestatementReason,2,VERBAL_CHANGE
378,ExecRestatementReason,3,REPRICING_OF_ORDER
378,ExecRestatementReason,4,BROKER_OPTION
378,ExecRestatementReason,5,PARTIAL_DECLINE_OF_ORDER_QTY
378,ExecRestatementReason,6,CANCEL_ON_TRADING_HALT
378,ExecRestatementReason,7,CANCEL_ON_SYSTEM_FAILURE
378,ExecRestatementReason,8,MARKET
378,ExecRestatementReason,9,CANCELED
378,ExecRestatementReason,10,WAREHOUSE_RECAP
378,ExecRestatementReason,99,OTHER
150,ExecType,0,NEW
150,ExecType,3,DONE_FOR_DAY
150,ExecType,4,CANCELED
150,ExecType,5,REPLACED
150,ExecType,6,PENDING_CANCEL
150,ExecType,7,STOPPED
150,ExecType,8,REJECTED
150,ExecType,9,SUSPENDED
150,ExecType,A,PENDING_NEW
150,ExecType,B,CALCULATED
150,ExecType,C,EXPIRED
150,ExecType,D,RESTATED
150,ExecType,E,PENDING_REPLACE
150,ExecType,F,TRADE
150,ExecType,G,TRADE_CORRECT
150,ExecType,H,TRADE_CANCEL
150,ExecType,I,ORDER_STATUS
747,ExerciseMethod,A,AUTOMATIC
747,ExerciseMethod,M,MANUAL
827,ExpirationCycle,0,EXPIRE_ON_TRADING_SESSION_CLOSE
827,ExpirationCycle,1,EXPIRE_ON_TRADING_SESSION_OPEN
291,FinancialStatus,1,BANKRUPT
291,FinancialStatus,2,PENDING_DELISTING
121,ForexReq,Y,YES
121,ForexReq,N,NO
497,FundRenewWaiv,Y,YES
497,FundRenewWaiv,N,NO
427,GTBookingInst,0,BOOK_OUT_ALL_TRADES_ON_DAY_OF_EXECUTION
427,GTBookingInst,1,ACCUMULATE_UNTIL_FILLED_OR_EXPIRED
427,GTBookingInst,2,ACCUMULATE_UNTIL_VERBALLLY_NOTIFIED_OTHERWISE
123,GapFillFlag,Y,YES
123,GapFillFlag,N,NO
327,HaltReasonChar,I,ORDER_IMBALANCE
327,HaltReasonChar,X,EQUIPMENT_CHANGEOVER
327,HaltReasonChar,P,NEWS_PENDING
327,HaltReasonChar,D,NEWS_DISSEMINATION
327,HaltReasonChar,E,ORDER_INFLUX
327,HaltReasonChar,M,ADDITIONAL_INFORMATION
21,HandlInst,1,AUTOMATED_EXECUTION_NO_INTERVENTION
21,HandlInst,2,AUTOMATED_EXECUTION_INTERVENTION_OK
21,HandlInst,3,MANUAL_ORDER
130,IOINaturalFlag,Y,YES
130,IOINaturalFlag,N,NO
25,IOIQltyInd,L,LOW
25,IOIQltyInd,M,MEDIUM
25,IOIQltyInd,H,HIGH
27,IOIQty,S,SMALL
27,IOIQty,M,MEDIUM
27,IOIQty,L,LARGE
104,IOIQualifier,A,ALL_OR_NONE
104,IOIQualifier,B,MARKET_ON_CLOSE
104,IOIQualifier,C,AT_THE_CLOSE
104,IOIQualifier,D,VWAP
104,IOIQualifier,I,IN_TOUCH_WITH
104,IOIQualifier,L,LIMIT
104,IOIQualifier,M,MORE_BEHIND
104,IOIQualifier,O,AT_THE_OPEN
104,IOIQualifier,P,TAKING_A_POSITION
104,IOIQualifier,Q,AT_THE_MARKET
104,IOIQualifier,R,READY_TO_TRADE
104,IOIQualifier,S,PORTFOLIO_SHOWN
104,IOIQualifier,T,THROUGH_THE_DAY
104,IOIQualifier,V,VERSUS
104,IOIQualifier,W,INDICATION
104,IOIQualifier,X,CROSSING_OPPORTUNITY
104,IOIQualifier,Y,AT_THE_MIDPOINT
104,IOIQualifier,Z,PRE_OPEN
28,IOITransType,N,NEW
28,IOITransType,C,CANCEL
28,IOITransType,R,REPLACE
328,InViewOfCommon,Y,YES
328,InViewOfCommon,N,NO
416,IncTaxInd,1,NET
416,IncTaxInd,2,GROSS
871,InstrAttribType,1,FLAT
871,InstrAttribType,2,ZERO_COUPON
871,InstrAttribType,3,INTEREST_BEARING
871,InstrAttribType,4,NO_PERIODIC_PAYMENTS
871,InstrAttribType,5,VARIABLE_RATE
871,InstrAttribType,6,LESS_FEE_FOR_PUT
871,InstrAttribType,7,STEPPED_COUPON
871,InstrAttribType,8,COUPON_PERIOD
871,InstrAttribType,9,WHEN
871,InstrAttribType,10,ORIGINAL_ISSUE_DISCOUNT
871,InstrAttribType,11,CALLABLE
871,InstrAttribType,12,ESCROWED_TO_MATURITY
871,InstrAttribType,13,ESCROWED_TO_REDEMPTION_DATE
871,InstrAttribType,14,PRE_REFUNDED
871,InstrAttribType,15,IN_DEFAULT
871,InstrAttribType,16,UNRATED
871,InstrAttribType,17,TAXABLE
871,InstrAttribType,18,INDEXED
871,InstrAttribType,19,SUBJECT_TO_ALTERNATIVE_MINIMUM_TAX
871,InstrAttribType,20,ORIGINAL_ISSUE_DISCOUNT_PRICE
871,InstrAttribType,21,CALLABLE_BELOW_MATURITY_VALUE
871,InstrAttribType,22,CALLABLE_WITHOUT_NOTICE
871,InstrAttribType,99,TEXT
29,LastCapacity,1,AGENT
29,LastCapacity,2,CROSS_AS_AGENT
29,LastCapacity,3,CROSS_AS_PRINCIPAL
29,LastCapacity,4,PRINCIPAL
893,LastFragment,Y,YES
893,LastFragment,N,NO
851,LastLiquidityInd,1,ADDED_LIQUIDITY
851,LastLiquidityInd,2,REMOVED_LIQUIDITY
851,LastLiquidityInd,3,LIQUIDITY_ROUTED_OUT
690,LegSwapType,1,PAR_FOR_PAR
690,LegSwapType,2,MODIFIED_DURATION
690,LegSwapType,4,RISK
690,LegSwapType,5,PROCEEDS
650,LegalConfirm,Y,YES
650,LegalConfirm,N,NO
409,LiquidityIndType,1,FIVE_DAY_MOVING_AVERAGE
409,LiquidityIndType,2,TWENTY_DAY_MOVING_AVERAGE
409,LiquidityIndType,3,NORMAL_MARKET_SIZE
409,LiquidityIndType,4,OTHER
433,ListExecInstType,1,IMMEDIATE
433,ListExecInstType,2,WAIT_FOR_INSTRUCTION
433,ListExecInstType,3,SELL_DRIVEN
433,ListExecInstType,4,BUY_DRIVEN_CASH_TOP_UP
433,ListExecInstType,5,BUY_DRIVEN_CASH_WITHDRAW
